"回号","抽せん日","等級","当せん口数","当せん金額"
"119","2015-07-24","1等","1","800000000"
"119","2015-07-24","2等","90","1234300"
"119","2015-07-24","3等","223","697400"
"119","2015-07-24","4等","11619","7800"
"119","2015-07-24","5等","137464","1600"
"119","2015-07-24","6等","229907","800"
"120","2015-07-31","1等","0","0"
"120","2015-07-31","2等","5","21086900"
"120","2015-07-31","3等","125","1180800"
"120","2015-07-31","4等","5325","16200"
"120","2015-07-31","5等","90974","2300"
"120","2015-07-31","6等","163486","1100"
"121","2015-08-07","1等","1","800000000"
"121","2015-08-07","2等","3","35571400"
"121","2015-08-07","3等","103","1450400"
"121","2015-08-07","4等","5189","16800"
"121","2015-08-07","5等","87477","2400"
"121","2015-08-07","6等","164610","1000"
"122","2015-08-14","1等","0","0"
"122","2015-08-14","2等","9","11120500"
"122","2015-08-14","3等","130","1077800"
"122","2015-08-14","4等","6455","12700"
"122","2015-08-14","5等","91608","2200"
"122","2015-08-14","6等","171725","1000"
"123","2015-08-21","1等","1","800000000"
"123","2015-08-21","2等","11","10030800"
"123","2015-08-21","3等","117","1320200"
"123","2015-08-21","4等","6184","14600"
"123","2015-08-21","5等","112178","1900"
"123","2015-08-21","6等","226852","800"
"124","2015-08-28","1等","1","785704400"
"124","2015-08-28","2等","6","17461400"
"124","2015-08-28","3等","94","1560300"
"124","2015-08-28","4等","5424","15800"
"124","2015-08-28","5等","91676","2300"
"124","2015-08-28","6等","178588","1000"
"125","2015-09-04","1等","0","0"
"125","2015-09-04","2等","4","21167200"
"125","2015-09-04","3等","146","811800"
"125","2015-09-04","4等","6273","11000"
"125","2015-09-04","5等","93226","1800"
"125","2015-09-04","6等","138088","1100"
"126","2015-09-11","1等","2","265266200"
"126","2015-09-11","2等","3","31531800"
"126","2015-09-11","3等","119","1112800"
"126","2015-09-11","4等","5526","14000"
"126","2015-09-11","5等","89632","2100"
"126","2015-09-11","6等","149649","1100"
"127","2015-09-18","1等","2","125520200"
"127","2015-09-18","2等","16","5042700"
"127","2015-09-18","3等","144","784400"
"127","2015-09-18","4等","6662","9900"
"127","2015-09-18","5等","97309","1600"
"127","2015-09-18","6等","149636","900"
"128","2015-09-25","1等","1","233557500"
"128","2015-09-25","2等","7","11052200"
"128","2015-09-25","3等","104","1041400"
"128","2015-09-25","4等","5578","11300"
"128","2015-09-25","5等","84609","1800"
"128","2015-09-25","6等","148326","900"
"129","2015-10-02","1等","1","229587800"
"129","2015-10-02","2等","10","7828100"
"129","2015-10-02","3等","141","777200"
"129","2015-10-02","4等","6246","10200"
"129","2015-10-02","5等","91513","1700"
"129","2015-10-02","6等","140404","1000"
"130","2015-10-09","1等","0","0"
"130","2015-10-09","2等","4","18949300"
"130","2015-10-09","3等","68","1560500"
"130","2015-10-09","4等","3633","17100"
"130","2015-10-09","5等","62774","2400"
"130","2015-10-09","6等","119695","1100"
"131","2015-10-16","1等","0","0"
"131","2015-10-16","2等","7","12634400"
"131","2015-10-16","3等","98","1263400"
"131","2015-10-16","4等","4936","14700"
"131","2015-10-16","5等","82400","2100"
"131","2015-10-16","6等","148373","1000"
"132","2015-10-23","1等","0","0"
"132","2015-10-23","2等","7","14771100"
"132","2015-10-23","3等","113","1281000"
"132","2015-10-23","4等","5432","15600"
"132","2015-10-23","5等","89305","2300"
"132","2015-10-23","6等","155506","1200"
"133","2015-10-30","1等","0","0"
"133","2015-10-30","2等","9","12735100"
"133","2015-10-30","3等","170","943800"
"133","2015-10-30","4等","7575","12400"
"133","2015-10-30","5等","119190","1900"
"133","2015-10-30","6等","207611","1000"
"134","2015-11-06","1等","0","0"
"134","2015-11-06","2等","12","9879700"
"134","2015-11-06","3等","126","1317200"
"134","2015-11-06","4等","6497","14900"
"134","2015-11-06","5等","114011","2100"
"134","2015-11-06","6等","209075","1000"
"135","2015-11-13","1等","0","0"
"135","2015-11-13","2等","7","17695100"
"135","2015-11-13","3等","169","1026000"
"135","2015-11-13","4等","7454","13600"
"135","2015-11-13","5等","121932","2000"
"135","2015-11-13","6等","223604","1000"
"136","2015-11-20","1等","0","0"
"136","2015-11-20","2等","12","10716600"
"136","2015-11-20","3等","138","1304600"
"136","2015-11-20","4等","7501","14000"
"136","2015-11-20","5等","120568","2100"
"136","2015-11-20","6等","211203","1100"
"137","2015-11-27","1等","1","800000000"
"137","2015-11-27","2等","25","5282900"
"137","2015-11-27","3等","192","963000"
"137","2015-11-27","4等","8883","12200"
"137","2015-11-27","5等","128611","2000"
"137","2015-11-27","6等","209643","1100"
"138","2015-12-04","1等","1","800000000"
"138","2015-12-04","2等","9","13318500"
"138","2015-12-04","3等","154","1089600"
"138","2015-12-04","4等","6562","15000"
"138","2015-12-04","5等","105002","2300"
"138","2015-12-04","6等","177272","1200"
"139","2015-12-11","1等","0","0"
"139","2015-12-11","2等","10","11434100"
"139","2015-12-11","3等","143","1119400"
"139","2015-12-11","4等","7128","13100"
"139","2015-12-11","5等","111609","2000"
"139","2015-12-11","6等","201359","1000"
"140","2015-12-18","1等","0","0"
"140","2015-12-18","2等","5","24262700"
"140","2015-12-18","3等","141","1204500"
"140","2015-12-18","4等","8119","12200"
"140","2015-12-18","5等","130651","1800"
"140","2015-12-18","6等","217378","1000"
"141","2015-12-25","1等","1","800000000"
"141","2015-12-25","2等","6","22037800"
"141","2015-12-25","3等","161","1149700"
"141","2015-12-25","4等","7645","14200"
"141","2015-12-25","5等","122514","2100"
"141","2015-12-25","6等","210961","1100"
"142","2016-01-08","1等","0","0"
"142","2016-01-08","2等","20","6745000"
"142","2016-01-08","3等","180","1049200"
"142","2016-01-08","4等","9004","12300"
"142","2016-01-08","5等","142612","1900"
"142","2016-01-08","6等","245135","1000"
"143","2016-01-15","1等","0","0"
"143","2016-01-15","2等","18","7204200"
"143","2016-01-15","3等","218","832700"
"143","2016-01-15","4等","10077","10500"
"143","2016-01-15","5等","147524","1700"
"143","2016-01-15","6等","235436","1000"
"144","2016-01-22","1等","1","800000000"
"144","2016-01-22","2等","21","6503100"
"144","2016-01-22","3等","249","767800"
"144","2016-01-22","4等","10143","11000"
"144","2016-01-22","5等","147247","1800"
"144","2016-01-22","6等","245690","1000"
"145","2016-01-29","1等","0","0"
"145","2016-01-29","2等","18","6993600"
"145","2016-01-29","3等","194","908400"
"145","2016-01-29","4等","9476","10900"
"145","2016-01-29","5等","139105","1800"
"145","2016-01-29","6等","234198","900"
"146","2016-02-05","1等","1","800000000"
"146","2016-02-05","2等","11","12190200"
"146","2016-02-05","3等","160","1173200"
"146","2016-02-05","4等","8350","13100"
"146","2016-02-05","5等","136343","1900"
"146","2016-02-05","6等","239815","1000"
"147","2016-02-12","1等","2","800000000"
"147","2016-02-12","2等","18","6995700"
"147","2016-02-12","3等","198","890300"
"147","2016-02-12","4等","10536","9800"
"147","2016-02-12","5等","150535","1600"
"147","2016-02-12","6等","235286","900"
"148","2016-02-19","1等","0","0"
"148","2016-02-19","2等","15","7948400"
"148","2016-02-19","3等","117","1426600"
"148","2016-02-19","4等","6038","16200"
"148","2016-02-19","5等","103270","2300"
"148","2016-02-19","6等","179666","1200"
"149","2016-02-26","1等","1","800000000"
"149","2016-02-26","2等","8","14895800"
"149","2016-02-26","3等","160","1042600"
"149","2016-02-26","4等","7774","12500"
"149","2016-02-26","5等","121130","1900"
"149","2016-02-26","6等","192840","1100"
"150","2016-03-04","1等","1","800000000"
"150","2016-03-04","2等","12","9273400"
"150","2016-03-04","3等","171","911000"
"150","2016-03-04","4等","6898","13200"
"150","2016-03-04","5等","105383","2100"
"150","2016-03-04","6等","181216","1100"
"151","2016-03-11","1等","0","0"
"151","2016-03-11","2等","9","11155700"
"151","2016-03-11","3等","97","1449000"
"151","2016-03-11","4等","5598","14700"
"151","2016-03-11","5等","95911","2100"
"151","2016-03-11","6等","194859","900"
"152","2016-03-18","1等","1","800000000"
"152","2016-03-18","2等","17","6175600"
"152","2016-03-18","3等","130","1130500"
"152","2016-03-18","4等","7742","11100"
"152","2016-03-18","5等","116837","1800"
"152","2016-03-18","6等","197700","900"
"153","2016-03-25","1等","1","362456100"
"153","2016-03-25","2等","12","7885800"
"153","2016-03-25","3等","115","1152000"
"153","2016-03-25","4等","5753","13500"
"153","2016-03-25","5等","91889","2000"
"153","2016-03-25","6等","158231","1000"
"154","2016-04-01","1等","1","257297800"
"154","2016-04-01","2等","15","5671400"
"154","2016-04-01","3等","127","937700"
"154","2016-04-01","4等","5988","11600"
"154","2016-04-01","5等","92287","1800"
"154","2016-04-01","6等","163911","900"
"155","2016-04-08","1等","1","251995000"
"155","2016-04-08","2等","11","7583900"
"155","2016-04-08","3等","161","725400"
"155","2016-04-08","4等","6403","10700"
"155","2016-04-08","5等","88855","1900"
"155","2016-04-08","6等","138643","1000"
"156","2016-04-15","1等","1","259663500"
"156","2016-04-15","2等","5","16995300"
"156","2016-04-15","3等","138","862000"
"156","2016-04-15","4等","5663","12300"
"156","2016-04-15","5等","82668","2000"
"156","2016-04-15","6等","131839","1100"
"157","2016-04-22","1等","0","0"
"157","2016-04-22","2等","6","13780700"
"157","2016-04-22","3等","112","1033500"
"157","2016-04-22","4等","4754","14200"
"157","2016-04-22","5等","80218","2000"
"157","2016-04-22","6等","129228","1100"
"158","2016-04-29","1等","1","535280700"
"158","2016-04-29","2等","7","13303800"
"158","2016-04-29","3等","109","1196100"
"158","2016-04-29","4等","4614","16500"
"158","2016-04-29","5等","84564","2200"
"158","2016-04-29","6等","141718","1100"
"159","2016-05-06","1等","0","0"
"159","2016-05-06","2等","5","15896900"
"159","2016-05-06","3等","127","876100"
"159","2016-05-06","4等","5520","11800"
"159","2016-05-06","5等","83349","1900"
"159","2016-05-06","6等","127314","1100"
"160","2016-05-13","1等","2","255795700"
"160","2016-05-13","2等","5","18657900"
"160","2016-05-13","3等","94","1389400"
"160","2016-05-13","4等","6795","11200"
"160","2016-05-13","5等","87158","2100"
"160","2016-05-13","6等","151192","1100"
"161","2016-05-20","1等","0","0"
"161","2016-05-20","2等","6","13320500"
"161","2016-05-20","3等","69","1621600"
"161","2016-05-20","4等","4314","15200"
"161","2016-05-20","5等","70156","2300"
"161","2016-05-20","6等","128448","1100"
"162","2016-05-27","1等","1","500555900"
"162","2016-05-27","2等","15","6029500"
"162","2016-05-27","3等","156","811600"
"162","2016-05-27","4等","8086","9100"
"162","2016-05-27","5等","112419","1600"
"162","2016-05-27","6等","178019","900"
"163","2016-06-03","1等","1","237793900"
"163","2016-06-03","2等","7","11300600"
"163","2016-06-03","3等","118","938500"
"163","2016-06-03","4等","5118","12600"
"163","2016-06-03","5等","79064","2000"
"163","2016-06-03","6等","150062","900"
"164","2016-06-10","1等","0","0"
"164","2016-06-10","2等","4","19067900"
"164","2016-06-10","3等","92","1160600"
"164","2016-06-10","4等","4328","14400"
"164","2016-06-10","5等","67249","2300"
"164","2016-06-10","6等","127590","1000"
"165","2016-06-17","1等","0","0"
"165","2016-06-17","2等","3","32554300"
"165","2016-06-17","3等","96","1424200"
"165","2016-06-17","4等","5542","14400"
"165","2016-06-17","5等","100873","1900"
"165","2016-06-17","6等","163858","1000"
"166","2016-06-24","1等","0","0"
"166","2016-06-24","2等","9","11749100"
"166","2016-06-24","3等","103","1437200"
"166","2016-06-24","4等","5210","16600"
"166","2016-06-24","5等","90495","2300"
"166","2016-06-24","6等","159868","1200"
"167","2016-07-01","1等","2","596966700"
"167","2016-07-01","2等","16","7293200"
"167","2016-07-01","3等","175","933500"
"167","2016-07-01","4等","8295","11500"
"167","2016-07-01","5等","126796","1800"
"167","2016-07-01","6等","199765","1000"
"168","2016-07-08","1等","0","0"
"168","2016-07-08","2等","8","10278400"
"168","2016-07-08","3等","96","1199100"
"168","2016-07-08","4等","4707","14300"
"168","2016-07-08","5等","79672","2000"
"168","2016-07-08","6等","142639","1000"
"169","2016-07-15","1等","0","0"
"169","2016-07-15","2等","9","10458600"
"169","2016-07-15","3等","145","908800"
"169","2016-07-15","4等","7713","10000"
"169","2016-07-15","5等","101092","1800"
"169","2016-07-15","6等","143001","1100"
"170","2016-07-22","1等","1","800000000"
"170","2016-07-22","2等","9","11318500"
"170","2016-07-22","3等","126","1131800"
"170","2016-07-22","4等","7099","11700"
"170","2016-07-22","5等","111780","1800"
"170","2016-07-22","6等","198470","900"
"171","2016-07-29","1等","1","308533500"
"171","2016-07-29","2等","6","14778000"
"171","2016-07-29","3等","112","1108300"
"171","2016-07-29","4等","5675","12800"
"171","2016-07-29","5等","94440","1900"
"171","2016-07-29","6等","169580","900"
"172","2016-08-05","1等","1","229139600"
"172","2016-08-05","2等","10","7737500"
"172","2016-08-05","3等","143","757500"
"172","2016-08-05","4等","5836","10800"
"172","2016-08-05","5等","82221","1900"
"172","2016-08-05","6等","134057","1000"
"173","2016-08-12","1等","0","0"
"173","2016-08-12","2等","9","8179800"
"173","2016-08-12","3等","96","1073500"
"173","2016-08-12","4等","4599","13100"
"173","2016-08-12","5等","76223","1900"
"173","2016-08-12","6等","151261","800"
"174","2016-08-19","1等","3","170269900"
"174","2016-08-19","2等","7","13318400"
"174","2016-08-19","3等","109","1197400"
"174","2016-08-19","4等","5268","14500"
"174","2016-08-19","5等","86852","2100"
"174","2016-08-19","6等","160305","1000"
"175","2016-08-26","1等","0","0"
"175","2016-08-26","2等","3","26441700"
"175","2016-08-26","3等","93","1194100"
"175","2016-08-26","4等","4005","16200"
"175","2016-08-26","5等","70659","2200"
"175","2016-08-26","6等","124654","1100"
"176","2016-09-02","1等","0","0"
"176","2016-09-02","2等","5","18978800"
"176","2016-09-02","3等","89","1492600"
"176","2016-09-02","4等","5367","14500"
"176","2016-09-02","5等","87754","2100"
"176","2016-09-02","6等","148588","1100"
"177","2016-09-09","1等","1","800000000"
"177","2016-09-09","2等","9","11551700"
"177","2016-09-09","3等","142","1025000"
"177","2016-09-09","4等","6691","12700"
"177","2016-09-09","5等","108184","1900"
"177","2016-09-09","6等","184822","1000"
"178","2016-09-16","1等","0","0"
"178","2016-09-16","2等","8","11013900"
"178","2016-09-16","3等","93","1326300"
"178","2016-09-16","4等","5206","13900"
"178","2016-09-16","5等","84160","2100"
"178","2016-09-16","6等","137192","1100"
"179","2016-09-23","1等","1","581403600"
"179","2016-09-23","2等","8","11980000"
"179","2016-09-23","3等","150","894400"
"179","2016-09-23","4等","6573","11900"
"179","2016-09-23","5等","100985","1900"
"179","2016-09-23","6等","168946","1000"
"180","2016-09-30","1等","0","0"
"180","2016-09-30","2等","14","5721300"
"180","2016-09-30","3等","109","1028700"
"180","2016-09-30","4等","5735","11400"
"180","2016-09-30","5等","89930","1800"
"180","2016-09-30","6等","153913","900"
"181","2016-10-07","1等","0","0"
"181","2016-10-07","2等","7","13205000"
"181","2016-10-07","3等","130","995400"
"181","2016-10-07","4等","6491","11600"
"181","2016-10-07","5等","102655","1800"
"181","2016-10-07","6等","189360","800"
"182","2016-10-14","1等","0","0"
"182","2016-10-14","2等","28","3682100"
"182","2016-10-14","3等","203","711000"
"182","2016-10-14","4等","9719","8700"
"182","2016-10-14","5等","117841","1700"
"182","2016-10-14","6等","189068","900"
"183","2016-10-21","1等","0","0"
"183","2016-10-21","2等","5","23089700"
"183","2016-10-21","3等","113","1430300"
"183","2016-10-21","4等","5827","16200"
"183","2016-10-21","5等","98227","2300"
"183","2016-10-21","6等","175010","1200"
"184","2016-10-28","1等","1","800000000"
"184","2016-10-28","2等","28","4463800"
"184","2016-10-28","3等","256","683500"
"184","2016-10-28","4等","9419","10800"
"184","2016-10-28","5等","127958","1900"
"184","2016-10-28","6等","204874","1100"
"185","2016-11-04","1等","0","0"
"185","2016-11-04","2等","6","18419400"
"185","2016-11-04","3等","100","1547200"
"185","2016-11-04","4等","5587","16200"
"185","2016-11-04","5等","96090","2300"
"185","2016-11-04","6等","194575","1000"
"186","2016-11-11","1等","0","0"
"186","2016-11-11","2等","9","12858400"
"186","2016-11-11","3等","109","1486300"
"186","2016-11-11","4等","6212","15300"
"186","2016-11-11","5等","101630","2300"
"186","2016-11-11","6等","189498","1100"
"187","2016-11-18","1等","2","800000000"
"187","2016-11-18","2等","13","9624600"
"187","2016-11-18","3等","206","850300"
"187","2016-11-18","4等","8657","11800"
"187","2016-11-18","5等","135560","1800"
"187","2016-11-18","6等","231695","900"
"188","2016-11-25","1等","1","478206800"
"188","2016-11-25","2等","4","24214600"
"188","2016-11-25","3等","112","1210700"
"188","2016-11-25","4等","5621","14100"
"188","2016-11-25","5等","93300","2100"
"188","2016-11-25","6等","158624","1100"
"189","2016-12-02","1等","2","123108600"
"189","2016-12-02","2等","8","10370900"
"189","2016-12-02","3等","126","921800"
"189","2016-12-02","4等","6418","10600"
"189","2016-12-02","5等","98944","1700"
"189","2016-12-02","6等","157885","900"
"190","2016-12-09","1等","1","240259100"
"190","2016-12-09","2等","12","6759300"
"190","2016-12-09","3等","105","1081400"
"190","2016-12-09","4等","5065","13100"
"190","2016-12-09","5等","83879","1900"
"190","2016-12-09","6等","144610","1000"
"191","2016-12-16","1等","0","0"
"191","2016-12-16","2等","4","20202500"
"191","2016-12-16","3等","94","1203500"
"191","2016-12-16","4等","4653","14200"
"191","2016-12-16","5等","76562","2100"
"191","2016-12-16","6等","137587","1000"
"192","2016-12-23","1等","0","0"
"192","2016-12-23","2等","12","7783800"
"192","2016-12-23","3等","118","1108100"
"192","2016-12-23","4等","5960","12800"
"192","2016-12-23","5等","92178","2000"
"192","2016-12-23","6等","163402","1000"
"193","2016-12-30","1等","0","0"
"193","2016-12-30","2等","9","12021800"
"193","2016-12-30","3等","113","1340400"
"193","2016-12-30","4等","6037","14700"
"193","2016-12-30","5等","100444","2100"
"193","2016-12-30","6等","193019","1000"
"194","2017-01-06","1等","0","0"
"194","2017-01-06","2等","6","16169400"
"194","2017-01-06","3等","130","1044700"
"194","2017-01-06","4等","6171","12900"
"194","2017-01-06","5等","96460","2000"
"194","2017-01-06","6等","189955","900"
"195","2017-01-13","1等","4","371873100"
"195","2017-01-13","2等","11","10556800"
"195","2017-01-13","3等","229","709900"
"195","2017-01-13","4等","8965","10600"
"195","2017-01-13","5等","131305","1700"
"195","2017-01-13","6等","199956","1000"
"196","2017-01-20","1等","0","0"
"196","2017-01-20","2等","11","7321700"
"196","2017-01-20","3等","113","997800"
"196","2017-01-20","4等","4792","13800"
"196","2017-01-20","5等","76951","2100"
"196","2017-01-20","6等","143940","1000"
"197","2017-01-27","1等","0","0"
"197","2017-01-27","2等","10","9519200"
"197","2017-01-27","3等","163","817500"
"197","2017-01-27","4等","7271","10700"
"197","2017-01-27","5等","109584","1700"
"197","2017-01-27","6等","183425","900"
"198","2017-02-03","1等","0","0"
"198","2017-02-03","2等","5","23983300"
"198","2017-02-03","3等","92","1824700"
"198","2017-02-03","4等","7830","12500"
"198","2017-02-03","5等","97289","2500"
"198","2017-02-03","6等","185503","1100"
"199","2017-02-10","1等","2","636223100"
"199","2017-02-10","2等","22","6022200"
"199","2017-02-10","3等","259","716100"
"199","2017-02-10","4等","11394","9500"
"199","2017-02-10","5等","147540","1800"
"199","2017-02-10","6等","230618","1000"
"200","2017-02-17","1等","4","67987600"
"200","2017-02-17","2等","12","7805300"
"200","2017-02-17","3等","134","978500"
"200","2017-02-17","4等","6075","12600"
"200","2017-02-17","5等","94341","2000"
"200","2017-02-17","6等","152630","1100"
"201","2017-02-24","1等","1","263734200"
"201","2017-02-24","2等","10","8851000"
"201","2017-02-24","3等","134","924700"
"201","2017-02-24","4等","6540","11100"
"201","2017-02-24","5等","96493","1800"
"201","2017-02-24","6等","156259","1000"
"202","2017-03-03","1等","1","254364500"
"202","2017-03-03","2等","18","4726500"
"202","2017-03-03","3等","145","821400"
"202","2017-03-03","4等","6040","11500"
"202","2017-03-03","5等","89056","1900"
"202","2017-03-03","6等","133997","1100"
"203","2017-03-10","1等","1","236902300"
"203","2017-03-10","2等","9","9011200"
"203","2017-03-10","3等","106","1071100"
"203","2017-03-10","4等","5225","12700"
"203","2017-03-10","5等","80052","2000"
"203","2017-03-10","6等","147130","1000"
"204","2017-03-17","1等","0","0"
"204","2017-03-17","2等","4","19529000"
"204","2017-03-17","3等","100","1093600"
"204","2017-03-17","4等","4310","14800"
"204","2017-03-17","5等","68340","2300"
"204","2017-03-17","6等","129597","1000"
"205","2017-03-24","1等","0","0"
"205","2017-03-24","2等","5","17824400"
"205","2017-03-24","3等","102","1223200"
"205","2017-03-24","4等","4969","14700"
"205","2017-03-24","5等","84038","2100"
"205","2017-03-24","6等","141768","1100"
"206","2017-03-31","1等","2","405262500"
"206","2017-03-31","2等","10","10099400"
"206","2017-03-31","3等","127","1113300"
"206","2017-03-31","4等","6385","12900"
"206","2017-03-31","5等","103019","1900"
"206","2017-03-31","6等","174481","1000"
"207","2017-04-07","1等","0","0"
"207","2017-04-07","2等","6","13070000"
"207","2017-04-07","3等","96","1143600"
"207","2017-04-07","4等","4637","13800"
"207","2017-04-07","5等","77499","2000"
"207","2017-04-07","6等","134173","1000"
"208","2017-04-14","1等","2","265859700"
"208","2017-04-14","2等","11","8775000"
"208","2017-04-14","3等","148","913000"
"208","2017-04-14","4等","6161","12800"
"208","2017-04-14","5等","94473","2000"
"208","2017-04-14","6等","164238","1000"
"209","2017-04-21","1等","2","126470700"
"209","2017-04-21","2等","6","13920600"
"209","2017-04-21","3等","148","790000"
"209","2017-04-21","4等","6497","10500"
"209","2017-04-21","5等","95571","1700"
"209","2017-04-21","6等","161235","900"
"210","2017-04-28","1等","3","81938200"
"210","2017-04-28","2等","13","6308500"
"210","2017-04-28","3等","94","1221400"
"210","2017-04-28","4等","5601","12000"
"210","2017-04-28","5等","90046","1800"
"210","2017-04-28","6等","158042","900"
"211","2017-05-05","1等","0","0"
"211","2017-05-05","2等","1","73468200"
"211","2017-05-05","3等","87","1182200"
"211","2017-05-05","4等","4147","14500"
"211","2017-05-05","5等","66654","2200"
"211","2017-05-05","6等","120393","1100"
"212","2017-05-12","1等","1","485279600"
"212","2017-05-12","2等","4","22301000"
"212","2017-05-12","3等","111","1125000"
