"回号","抽せん日","等級","当せん口数","当せん金額"
"567","2024-03-22","1等","0","0"
"567","2024-03-22","2等","4","14460300"
"567","2024-03-22","3等","93","870700"
"567","2024-03-22","4等","4514","10500"
"567","2024-03-22","5等","74726","1500"
"567","2024-03-22","6等","127866","1100"
"568","2024-03-29","1等","0","0"
"568","2024-03-29","2等","7","9873200"
"568","2024-03-29","3等","131","738500"
"568","2024-03-29","4等","5684","9900"
"568","2024-03-29","5等","91484","1500"
"568","2024-03-29","6等","154541","1100"
"569","2024-04-05","1等","0","0"
"569","2024-04-05","2等","10","7651000"
"569","2024-04-05","3等","125","856900"
"569","2024-04-05","4等","5759","10900"
"569","2024-04-05","5等","99219","1500"
"569","2024-04-05","6等","194120","900"
"570","2024-04-12","1等","2","869044700"
"570","2024-04-12","2等","10","8201300"
"570","2024-04-12","3等","271","423600"
"570","2024-04-12","4等","7496","8900"
"570","2024-04-12","5等","116111","1400"
"570","2024-04-12","6等","190659","1000"
"571","2024-04-19","1等","0","0"
"571","2024-04-19","2等","4","14767000"
"571","2024-04-19","3等","90","918800"
"571","2024-04-19","4等","4415","10900"
"571","2024-04-19","5等","75152","1500"
"571","2024-04-19","6等","122724","1200"
"572","2024-04-26","1等","0","0"
"572","2024-04-26","2等","2","34481400"
"572","2024-04-26","3等","99","975200"
"572","2024-04-26","4等","5026","11200"
"572","2024-04-26","5等","89528","1500"
"572","2024-04-26","6等","156133","1100"
"573","2024-05-03","1等","0","0"
"573","2024-05-03","2等","5","14263100"
"573","2024-05-03","3等","145","688500"
"573","2024-05-03","4等","6395","9100"
"573","2024-05-03","5等","100437","1400"
"573","2024-05-03","6等","172979","1000"
"574","2024-05-10","1等","0","0"
"574","2024-05-10","2等","14","5613800"
"574","2024-05-10","3等","143","769400"
"574","2024-05-10","4等","6932","9300"
"574","2024-05-10","5等","109148","1400"
"574","2024-05-10","6等","176949","1100"
"575","2024-05-17","1等","0","0"
"575","2024-05-17","2等","13","6423800"
"575","2024-05-17","3等","115","1016600"
"575","2024-05-17","4等","6351","10800"
"575","2024-05-17","5等","106422","1500"
"575","2024-05-17","6等","195726","1000"
"576","2024-05-24","1等","0","0"
"576","2024-05-24","2等","12","7195900"
"576","2024-05-24","3等","135","895400"
"576","2024-05-24","4等","7859","9000"
"576","2024-05-24","5等","120892","1400"
"576","2024-05-24","6等","228683","900"
"577","2024-05-31","1等","1","1000000000"
"577","2024-05-31","2等","9","10372100"
"577","2024-05-31","3等","170","768700"
"577","2024-05-31","4等","7663","10000"
"577","2024-05-31","5等","125128","1500"
"577","2024-05-31","6等","223594","1000"
"578","2024-06-07","1等","0","0"
"578","2024-06-07","2等","13","6769900"
"578","2024-06-07","3等","149","826900"
"578","2024-06-07","4等","6696","10700"
"578","2024-06-07","5等","107198","1600"
"578","2024-06-07","6等","202202","1000"
"579","2024-06-14","1等","1","1000000000"
"579","2024-06-14","2等","11","8436500"
"579","2024-06-14","3等","135","962300"
"579","2024-06-14","4等","7206","10500"
"579","2024-06-14","5等","123035","1500"
"579","2024-06-14","6等","201669","1100"
"580","2024-06-21","1等","0","0"
"580","2024-06-21","2等","9","9826200"
"580","2024-06-21","3等","156","793600"
"580","2024-06-21","4等","7544","9600"
"580","2024-06-21","5等","125163","1400"
"580","2024-06-21","6等","210700","1000"
"581","2024-06-28","1等","2","1000000000"
"581","2024-06-28","2等","12","7743100"
"581","2024-06-28","3等","226","575500"
"581","2024-06-28","4等","8914","8500"
"581","2024-06-28","5等","138044","1300"
"581","2024-06-28","6等","238776","900"
"582","2024-07-05","1等","1","1000000000"
"582","2024-07-05","2等","8","10538700"
"582","2024-07-05","3等","133","887400"
"582","2024-07-05","4等","6835","10100"
"582","2024-07-05","5等","113226","1500"
"582","2024-07-05","6等","193754","1000"
"583","2024-07-12","1等","0","0"
"583","2024-07-12","2等","8","9744000"
"583","2024-07-12","3等","151","722700"
"583","2024-07-12","4等","6683","9500"
"583","2024-07-12","5等","105944","1400"
"583","2024-07-12","6等","191744","1000"
"584","2024-07-19","1等","0","0"
"584","2024-07-19","2等","13","6183900"
"584","2024-07-19","3等","155","726100"
"584","2024-07-19","4等","7946","8300"
"584","2024-07-19","5等","118488","1300"
"584","2024-07-19","6等","180140","1100"
"585","2024-07-26","1等","1","1000000000"
"585","2024-07-26","2等","7","11717100"
"585","2024-07-26","3等","125","918600"
"585","2024-07-26","4等","7130","9400"
"585","2024-07-26","5等","114634","1400"
"585","2024-07-26","6等","192783","1000"
"586","2024-08-02","1等","1","1000000000"
"586","2024-08-02","2等","13","6435200"
"586","2024-08-02","3等","145","807700"
"586","2024-08-02","4等","7369","9300"
"586","2024-08-02","5等","115199","1400"
"586","2024-08-02","6等","198040","1000"
"587","2024-08-09","1等","1","1000000000"
"587","2024-08-09","2等","6","12684600"
"587","2024-08-09","3等","96","1109800"
"587","2024-08-09","4等","5667","11000"
"587","2024-08-09","5等","97589","1500"
"587","2024-08-09","6等","158922","1100"
"588","2024-08-16","1等","1","866631700"
"588","2024-08-16","2等","7","10000200"
"588","2024-08-16","3等","162","604900"
"588","2024-08-16","4等","8288","6900"
"588","2024-08-16","5等","112218","1200"
"588","2024-08-16","6等","187524","900"
"589","2024-08-23","1等","0","0"
"589","2024-08-23","2等","6","9836500"
"589","2024-08-23","3等","108","765000"
"589","2024-08-23","4等","5366","9000"
"589","2024-08-23","5等","87189","1300"
"589","2024-08-23","6等","151319","900"
"590","2024-08-30","1等","1","775129900"
"590","2024-08-30","2等","9","7570500"
"590","2024-08-30","3等","139","686200"
"590","2024-08-30","4等","6431","8700"
"590","2024-08-30","5等","98541","1400"
"590","2024-08-30","6等","162083","1000"
"591","2024-09-06","1等","1","363216400"
"591","2024-09-06","2等","5","11968400"
"591","2024-09-06","3等","159","526900"
"591","2024-09-06","4等","6292","7800"
"591","2024-09-06","5等","95260","1200"
"591","2024-09-06","6等","162045","900"
"592","2024-09-13","1等","4","87523300"
"592","2024-09-13","2等","5","11570100"
"592","2024-09-13","3等","246","329200"
"592","2024-09-13","4等","7760","6100"
"592","2024-09-13","5等","95465","1200"
"592","2024-09-13","6等","138086","1000"
"593","2024-09-20","1等","2","170952500"
"593","2024-09-20","2等","12","4721900"
"593","2024-09-20","3等","156","508500"
"593","2024-09-20","4等","6549","7100"
"593","2024-09-20","5等","93941","1200"
"593","2024-09-20","6等","150668","900"
"594","2024-09-27","1等","0","0"
"594","2024-09-27","2等","4","14140200"
"594","2024-09-27","3等","98","808000"
"594","2024-09-27","4等","4775","9700"
"594","2024-09-27","5等","75500","1500"
"594","2024-09-27","6等","122949","1100"
"595","2024-10-04","1等","2","366536500"
"595","2024-10-04","2等","5","13147500"
"595","2024-10-04","3等","102","902200"
"595","2024-10-04","4等","4906","11000"
"595","2024-10-04","5等","83017","1600"
"595","2024-10-04","6等","145095","1100"
"596","2024-10-11","1等","1","348533900"
"596","2024-10-11","2等","16","3568100"
"596","2024-10-11","3等","102","783500"
"596","2024-10-11","4等","5176","9000"
"596","2024-10-11","5等","79044","1400"
"596","2024-10-11","6等","135746","1000"
"597","2024-10-18","1等","1","340034100"
"597","2024-10-18","2等","11","5127300"
"597","2024-10-18","3等","129","612000"
"597","2024-10-18","4等","5777","8000"
"597","2024-10-18","5等","82197","1300"
"597","2024-10-18","6等","127887","1100"
"598","2024-10-25","1等","0","9"
"598","2024-10-25","2等","19","2948300"
"598","2024-10-25","3等","193","406300"
"598","2024-10-25","4等","7561","6000"
"598","2024-10-25","5等","99897","1100"
"598","2024-10-25","6等","159869","800"
"599","2024-11-01","1等","0","0"
"599","2024-11-01","2等","10","6748600"
"599","2024-11-01","3等","142","665300"
"599","2024-11-01","4等","5733","9600"
"599","2024-11-01","5等","90065","1500"
"599","2024-11-01","6等","156943","1000"
"600","2024-11-08","1等","2","605878500"
"600","2024-11-08","2等","9","8344100"
"600","2024-11-08","3等","136","773000"
"600","2024-11-08","4等","6639","9200"
"600","2024-11-08","5等","100210","1500"
"600","2024-11-08","6等","178341","1000"
"601","2024-11-15","1等","0","0"
"601","2024-11-15","2等","8","7034100"
"601","2024-11-15","3等","103","764800"
"601","2024-11-15","4等","4495","10200"
"601","2024-11-15","5等","69638","1600"
"601","2024-11-15","6等","121322","1100"
"602","2024-11-22","1等","1","748847700"
"602","2024-11-22","2等","14","4787500"
"602","2024-11-22","3等","129","727400"
"602","2024-11-22","4等","6357","8600"
"602","2024-11-22","5等","95864","1400"
"602","2024-11-22","6等","157071","1000"
"603","2024-11-29","1等","0","0"
"603","2024-11-29","2等","4","14144500"
"603","2024-11-29","3等","89","889900"
"603","2024-11-29","4等","5200","8900"
"603","2024-11-29","5等","81984","1400"
"603","2024-11-29","6等","132165","1000"
"604","2024-12-06","1等","1","752223400"
"604","2024-12-06","2等","10","6838400"
"604","2024-12-06","3等","156","613600"
"604","2024-12-06","4等","6826","8200"
"604","2024-12-06","5等","102518","1300"
"604","2024-12-06","6等","169531","1000"
"605","2024-12-13","1等","2","178072800"
"605","2024-12-13","2等","868","66200"
"605","2024-12-13","3等","132","609900"
"605","2024-12-13","4等","5516","8500"
"605","2024-12-13","5等","81272","1400"
"605","2024-12-13","6等","143908","900"
"606","2024-12-20","1等","0","0"
"606","2024-12-20","2等","2","28280000"
"606","2024-12-20","3等","89","889600"
"606","2024-12-20","4等","4737","9800"
"606","2024-12-20","5等","75921","1500"
"606","2024-12-20","6等","123899","1100"
"607","2024-12-27","1等","0","0"
"607","2024-12-27","2等","7","10960200"
"607","2024-12-27","3等","115","933900"
"607","2024-12-27","4等","5671","11100"
"607","2024-12-27","5等","91878","1600"
"607","2024-12-27","6等","165827","1100"
"608","2025-01-10","1等","0","0"
"608","2025-01-10","2等","10","8639800"
"608","2025-01-10","3等","200","604700"
"608","2025-01-10","4等","8848","8000"
"608","2025-01-10","5等","132329","1300"
"608","2025-01-10","6等","194301","1100"
"609","2025-01-17","1等","0","0"
"609","2025-01-17","2等","12","6953000"
"609","2025-01-17","3等","156","748700"
"609","2025-01-17","4等","7808","8700"
"609","2025-01-17","5等","118584","1400"
"609","2025-01-17","6等","210772","900"
"610","2025-01-24","1等","2","1000000000"
"610","2025-01-24","2等","13","6931800"
"610","2025-01-24","3等","172","733400"
"610","2025-01-24","4等","9091","8100"
"610","2025-01-24","5等","138054","1300"
"610","2025-01-24","6等","216296","1000"
"611","2025-01-31","1等","1","805690900"
"611","2025-01-31","2等","7","9981300"
"611","2025-01-31","3等","151","647700"
"611","2025-01-31","4等","6885","8300"
"611","2025-01-31","5等","103668","1300"
"611","2025-01-31","6等","167800","1000"
"612","2025-02-07","1等","1","357391600"
"612","2025-02-07","2等","3","19408300"
"612","2025-02-07","3等","137","594900"
"612","2025-02-07","4等","5619","8500"
"612","2025-02-07","5等","79216","1400"
"612","2025-02-07","6等","125666","1100"
"613","2025-02-14","1等","1","453102600"
"613","2025-02-14","2等","12","4477900"
"613","2025-02-14","3等","233","265600"
"613","2025-02-14","4等","7688","4800"
"613","2025-02-14","5等","98001","1200"
"613","2025-02-14","6等","154525","1000"
"614","2025-02-21","1等","2","207555000"
"614","2025-02-21","2等","6","8222100"
"614","2025-02-21","3等","78","728500"
"614","2025-02-21","4等","4122","8300"
"614","2025-02-21","5等","71114","1600"
"614","2025-02-21","6等","124158","1100"
"615","2025-02-28","1等","0","0"
"615","2025-02-28","2等","5","9904300"
"615","2025-02-28","3等","100","570400"
"615","2025-02-28","4等","5119","6700"
"615","2025-02-28","5等","83956","1300"
"615","2025-02-28","6等","150454","900"
"616","2025-03-07","1等","0","0"
"616","2025-03-07","2等","5","11794900"
"616","2025-03-07","3等","127","534900"
"616","2025-03-07","4等","6128","6700"
"616","2025-03-07","5等","96876","1400"
"616","2025-03-07","6等","154738","1100"
"617","2025-03-14","1等","1","1200000000"
"617","2025-03-14","2等","15","4639700"
"617","2025-03-14","3等","186","431000"
"617","2025-03-14","4等","7781","6200"
"617","2025-03-14","5等","121794","1300"
"617","2025-03-14","6等","194794","1000"
"618","2025-03-21","1等","0","0"
"618","2025-03-21","2等","5","11191500"
"618","2025-03-21","3等","105","613800"
"618","2025-03-21","4等","5328","7300"
"618","2025-03-21","5等","89467","1400"
"618","2025-03-21","6等","144750","1100"
"619","2025-03-28","1等","0","0"
"619","2025-03-28","2等","15","4182400"
"619","2025-03-28","3等","151","478500"
"619","2025-03-28","4等","7190","6000"
"619","2025-03-28","5等","110787","1300"
"619","2025-03-28","6等","190055","900"
"620","2025-04-04","1等","1","1200000000"
"620","2025-04-04","2等","11","6287200"
"620","2025-04-04","3等","160","497900"
"620","2025-04-04","4等","8655","5500"
"620","2025-04-04","5等","128170","1200"
"620","2025-04-04","6等","204580","900"
"621","2025-04-11","1等","0","0"
"621","2025-04-11","2等","7","8715900"
"621","2025-04-11","3等","87","807800"
"621","2025-04-11","4等","5161","8100"
"621","2025-04-11","5等","88530","1600"
"621","2025-04-11","6等","175012","1000"
"622","2025-04-18","1等","0","0"
"622","2025-04-18","2等","9","7569700"
"622","2025-04-18","3等","113","694400"
"622","2025-04-18","4等","5777","8200"
"622","2025-04-18","5等","95242","1600"
"622","2025-04-18","6等","170185","1100"
"623","2025-04-25","1等","1","1200000000"
"623","2025-04-25","2等","6","12275400"
"623","2025-04-25","3等","139","610300"
"623","2025-04-25","4等","7435","6900"
"623","2025-04-25","5等","124781","1300"
"623","2025-04-25","6等","213674","1000"
"624","2025-05-02","1等","2","895860400"
"624","2025-05-02","2等","11","6319400"
"624","2025-05-02","3等","206","388700"
"624","2025-05-02","4等","8146","5900"
"624","2025-05-02","5等","116297","1400"
"624","2025-05-02","6等","202429","900"
"625","2025-05-09","1等","1","420020500"
"625","2025-05-09","2等","3","16607600"
"625","2025-05-09","3等","121","474300"
"625","2025-05-09","4等","6004","5700"
"625","2025-05-09","5等","89063","1300"
"625","2025-05-09","6等","151776","900"
"626","2025-05-16","1等","0","0"
"626","2025-05-16","2等","7","6952100"
"626","2025-05-16","3等","84","667300"
"626","2025-05-16","4等","4690","7200"
"626","2025-05-16","5等","81366","1400"
"626","2025-05-16","6等","131630","1000"
"627","2025-05-23","1等","1","888183900"
"627","2025-05-23","2等","8","7147700"
"627","2025-05-23","3等","101","652100"
"627","2025-05-23","4等","5683","7000"
"627","2025-05-23","5等","94832","1400"
"627","2025-05-23","6等","146514","1100"
"628","2025-05-30","1等","2","201318100"
"628","2025-05-30","2等","7","6747800"
"628","2025-05-30","3等","140","388600"
"628","2025-05-30","4等","6457","5100"
"628","2025-05-30","5等","92719","1100"
"628","2025-05-30","6等","132363","1000"
"629","2025-06-06","1等","0","0"
"629","2025-06-06","2等","9","5342800"
"629","2025-06-06","3等","104","532500"
"629","2025-06-06","4等","5225","6400"
"629","2025-06-06","5等","82104","1300"
"629","2025-06-06","6等","131737","1000"
"630","2025-06-13","1等","1","905253400"
"630","2025-06-13","2等","9","6358900"
"630","2025-06-13","3等","140","470800"
"630","2025-06-13","4等","7287","5400"
"630","2025-06-13","5等","107292","1200"
"630","2025-06-13","6等","185524","800"
"631","2025-06-20","1等","1","413009000"
"631","2025-06-20","2等","4","12141400"
"631","2025-06-20","3等","70","799100"
"631","2025-06-20","4等","4436","7600"
"631","2025-06-20","5等","74782","1500"
"631","2025-06-20","6等","129900","1000"
"632","2025-06-27","1等","0","0"
"632","2025-06-27","2等","7","6766500"
"632","2025-06-27","3等","146","373700"
"632","2025-06-27","4等","6019","5400"
"632","2025-06-27","5等","89869","1200"
"632","2025-06-27","6等","148895","900"
"633","2025-07-04","1等","0","0"
"633","2025-07-04","2等","4","14565500"
"633","2025-07-04","3等","142","472600"
"633","2025-07-04","4等","5822","6900"
"633","2025-07-04","5等","89128","1500"
"633","2025-07-04","6等","140583","1200"
"634","2025-07-11","1等","0","0"
"634","2025-07-11","2等","6","10841100"
"634","2025-07-11","3等","116","645900"
"634","2025-07-11","4等","6526","6900"
"634","2025-07-11","5等","104526","1400"
"634","2025-07-11","6等","175692","1000"
"635","2025-07-18","1等","2","1016445900"
"635","2025-07-18","2等","13","5308300"
"635","2025-07-18","3等","189","420500"
"635","2025-07-18","4等","7786","6100"
"635","2025-07-18","5等","116052","1300"
"635","2025-07-18","6等","204601","900"
"636","2025-07-25","1等","1","414014200"
"636","2025-07-25","2等","10","4889100"
"636","2025-07-25","3等","84","670400"
"636","2025-07-25","4等","3976","8500"
"636","2025-07-25","5等","67850","1600"
"636","2025-07-25","6等","137041","1000"
"637","2025-08-01","1等","0","0"
"637","2025-08-01","2等","16","2992100"
"637","2025-08-01","3等","175","315100"
"637","2025-08-01","4等","7431","4400"
"637","2025-08-01","5等","96563","1100"
"637","2025-08-01","6等","168633","800"
"638","2025-08-08","1等","1","898476500"
"638","2025-08-08","2等","2","29043000"
"638","2025-08-08","3等","114","586900"
"638","2025-08-08","4等","5562","7200"
"638","2025-08-08","5等","85604","1500"
"638","2025-08-08","6等","162053","1000"
"639","2025-08-15","1等","2","196037800"
"639","2025-08-15","2等","15","3071100"
"639","2025-08-15","3等","136","390100"
"639","2025-08-15","4等","6189","5100"
"639","2025-08-15","5等","94177","1100"
"639","2025-08-15","6等","157665","800"
"640","2025-08-22","1等","1","388970000"
"640","2025-08-22","2等","6","7697600"
"640","2025-08-22","3等","159","334600"
"640","2025-08-22","4等","6510","4900"
"640","2025-08-22","5等","94465","1100"
"640","2025-08-22","6等","144732","900"
"641","2025-08-29","1等","1","405020100"
"641","2025-08-29","2等","9","5251000"
"641","2025-08-29","3等","123","442500"
"641","2025-08-29","4等","5060","6500"
"641","2025-08-29","5等","83272","1300"
"641","2025-08-29","6等","137907","900"
"642","2025-09-05","1等","1","403352100"
"642","2025-09-05","2等","13","3588800"
"642","2025-09-05","3等","105","511800"
"642","2025-09-05","4等","4866","6600"
"642","2025-09-05","5等","73462","1400"
"642","2025-09-05","6等","123377","1000"
"643","2025-09-12","1等","1","406203200"
"643","2025-09-12","2等","2","23971500"
"643","2025-09-12","3等","96","575200"
"643","2025-09-12","4等","4545","7300"
"643","2025-09-12","5等","74803","1500"
"643","2025-09-12","6等","128381","1000"
"644","2025-09-19","1等","0","0"
"644","2025-09-19","2等","15","3086600"
"644","2025-09-19","3等","83","642500"
"644","2025-09-19","4等","4489","7200"
"644","2025-09-19","5等","74279","1400"
"644","2025-09-19","6等","144229","900"
"645","2025-09-26","1等","1","864763200"
"645","2025-09-26","2等","10","5561700"
"645","2025-09-26","3等","118","542900"
"645","2025-09-26","4等","4637","8300"
"645","2025-09-26","5等","77692","1600"
"645","2025-09-26","6等","137997","1100"
"646","2025-10-03","1等","0","0"
"646","2025-10-03","2等","3","15584300"
"646","2025-10-03","3等","90","598300"
"646","2025-10-03","4等","4224","7700"
"646","2025-10-03","5等","71409","1500"
"646","2025-10-03","6等","133259","1000"
"647","2025-10-10","1等","2","434879400"
"647","2025-10-10","2等","15","3781000"
"647","2025-10-10","3等","201","325000"
"647","2025-10-10","4等","7877","5000"
"647","2025-10-10","5等","109520","1200"
"647","2025-10-10","6等","171116","900"
"648","2025-10-17","1等","0","0"
"648","2025-10-17","2等","5","9219600"
"648","2025-10-17","3等","98","541800"
"648","2025-10-17","4等","4824","6600"
"648","2025-10-17","5等","76143","1400"
"648","2025-10-17","6等","144616","900"
"649","2025-10-24","1等","0","0"
"649","2025-10-24","2等","6","9344500"
"649","2025-10-24","3等","86","750900"
"649","2025-10-24","4等","4994","7800"
"649","2025-10-24","5等","82690","1500"
"649","2025-10-24","6等","142180","1100"
"650","2025-10-31","1等","0","0"
"650","2025-10-31","2等","9","7310100"
"650","2025-10-31","3等","131","578500"
"650","2025-10-31","4等","6089","7500"
"650","2025-10-31","5等","102491","1500"
"650","2025-10-31","6等","187310","1000"
"651","2025-11-07","1等","2","1002473400"
"651","2025-11-07","2等","5","14281700"
"651","2025-11-07","3等","169","486700"
"651","2025-11-07","4等","8046","6100"
"651","2025-11-07","5等","108788","1500"
"651","2025-11-07","6等","184493","1100"
"652","2025-11-14","1等","0","0"
"652","2025-11-14","2等","3","15699300"
"652","2025-11-14","3等","61","889300"
"652","2025-11-14","4等","3488","9400"
"652","2025-11-14","5等","62068","1700"
"652","2025-11-14","6等","116684","1100"
"653","2025-11-21","1等","2","443721800"
"653","2025-11-21","2等","10","5638000"
"653","2025-11-21","3等","150","432900"
"653","2025-11-21","4等","6217","6300"
"653","2025-11-21","5等","96296","1300"
"653","2025-11-21","6等","165734","900"
"654","2025-11-28","1等","0","0"
"654","2025-11-28","2等","1","46473000"
"654","2025-11-28","3等","78","686300"
"654","2025-11-28","4等","4451","7200"
"654","2025-11-28","5等","75792","1400"
"654","2025-11-28","6等","122540","1100"
"655","2025-12-05","1等","0","0"
"655","2025-12-05","2等","11","5065500"
"655","2025-12-05","3等","188","341400"
"655","2025-12-05","4等","7853","4900"
"655","2025-12-05","5等","111582","1100"
"655","2025-12-05","6等","165047","900"
"656","2025-12-12","1等","0","0"
"656","2025-12-12","2等","8","8137600"
"656","2025-12-12","3等","101","742400"
"656","2025-12-12","4等","5376","8400"
"656","2025-12-12","5等","88924","1700"
"656","2025-12-12","6等","163715","1100"
"657","2025-12-19","1等","2","1014653200"
"657","2025-12-19","2等","16","4631900"
"657","2025-12-19","3等","234","364800"
"657","2025-12-19","4等","9448","5400"
"657","2025-12-19","5等","132636","1300"
"657","2025-12-19","6等","211905","1000"
"658","2025-12-26","1等","0","0"
"658","2025-12-26","2等","5","11109000"
"658","2025-12-26","3等","101","633400"
"658","2025-12-26","4等","4749","8100"
"658","2025-12-26","5等","81174","1600"
"658","2025-12-26","6等","142116","1100"
"659","2026-01-09","1等","1","1052412400"
"659","2026-01-09","2等","12","5802800"
"659","2026-01-09","3等","162","495100"
"659","2026-01-09","4等","8394","5700"
"659","2026-01-09","5等","124990","1300"
"659","2026-01-09","6等","208850","900"
"660","2026-01-16","1等","0","0"
"660","2026-01-16","2等","4","12451900"
"660","2026-01-16","3等","98","585400"
"660","2026-01-16","4等","4635","7500"
"660","2026-01-16","5等","81348","1400"
"660","2026-01-16","6等","123996","1100"
"661","2026-01-23","1等","0","0"
"661","2026-01-23","2等","5","12032000"
"661","2026-01-23","3等","125","554300"
"661","2026-01-23","4等","5996","7000"
"661","2026-01-23","5等","102827","1300"
"661","2026-01-23","6等","153889","1100"
"662","2026-01-30","1等","0","0"
"662","2026-01-30","2等","5","13637200"
"662","2026-01-30","3等","115","682900"
"662","2026-01-30","4等","5840","8000"
"662","2026-01-30","5等","103770","1500"
"662","2026-01-30","6等","171054","1100"
"663","2026-02-06","1等","0","0"
"663","2026-02-06","2等","9","8294400"
"663","2026-02-06","3等","193","445500"
"663","2026-02-06","4等","8470","6100"
"663","2026-02-06","5等","134057","1300"
"663","2026-02-06","6等","215089","1000"
"664","2026-02-13","1等","1","1200000000"
"664","2026-02-13","2等","19","4269900"
"664","2026-02-13","3等","168","556200"
"664","2026-02-13","4等","8897","6300"
"664","2026-02-13","5等","137445","1300"
"664","2026-02-13","6等","224969","1000"
"665","2026-02-20","1等","0","0"
"665","2026-02-20","2等","9","8099800"
"665","2026-02-20","3等","184","456300"
"665","2026-02-20","4等","7883","6400"
"665","2026-02-20","5等","119040","1400"
"665","2026-02-20","6等","214440","900"
"666","2026-02-27","1等","0","0"
"666","2026-02-27","2等","5","15876200"
"666","2026-02-27","3等","185","494200"
"666","2026-02-27","4等","8046","6800"
"666","2026-02-27","5等","130221","1400"
"666","2026-02-27","6等","214363","1000"
"667","2026-03-06","1等","0","0"
"667","2026-03-06","2等","14","6601300"
"667","2026-03-06","3等","189","563200"
"667","2026-03-06","4等","9873","6500"
"667","2026-03-06","5等","153158","1400"
"667","2026-03-06","6等","246992","1000"
"668","2026-03-13","1等","1","1200000000"
"668","2026-03-13","2等","16","5588600"
"668","2026-03-13","3等","234","440100"
"668","2026-03-13","4等","11156","5500"
"668","2026-03-13","5等","166415","1200"
"668","2026-03-13","6等","264125","900"
"669","2026-03-20","1等","2","1200000000"
"669","2026-03-20","2等","22","3778000"
"669","2026-03-20","3等","222","431200"
"669","2026-03-20","4等","10209","5600"
"669","2026-03-20","5等","148325","1300"
"669","2026-03-20","6等","263260","900"
"670","2026-03-27","1等","0","0"
"670","2026-03-27","2等","16","4620300"
"670","2026-03-27","3等","147","579200"
"670","2026-03-27","4等","7911","6500"
"670","2026-03-27","5等","125711","1300"
"670","2026-03-27","6等","217487","900"
"671","2026-04-03","1等","2","1200000000"
"671","2026-04-03","2等","19","4111800"
"671","2026-04-03","3等","263","342100"
"671","2026-04-03","4等","10104","5300"
"671","2026-04-03","5等","134547","1300"
"671","2026-04-03","6等","223323","1000"
"672","2026-04-10","1等","1","987027000"
"672","2026-04-10","2等","10","6250000"
"672","2026-04-10","3等","126","571300"
"672","2026-04-10","4等","7165","6000"
"672","2026-04-10","5等","107970","1300"
"672","2026-04-10","6等","187855","900"
"673","2026-04-17","1等","0","0"
"673","2026-04-17","2等","6","8471200"
"673","2026-04-17","3等","116","504700"
"673","2026-04-17","4等","6477","5400"
"673","2026-04-17","5等","91357","1300"
"673","2026-04-17","6等","148579","900"
"674","2026-04-24","1等","1","955304700"
"674","2026-04-24","2等","19","3189700"
"674","2026-04-24","3等","260","268500"
"674","2026-04-24","4等","10138","4100"
"674","2026-04-24","5等","130525","1000"
"674","2026-04-24","6等","206937","800"
"675","2026-05-01","1等","2","211322100"
"675","2026-05-01","2等","8","6223800"
"675","2026-05-01","3等","154","372400"
"675","2026-05-01","4等","6664","5200"
"675","2026-05-01","5等","93317","1200"
"675","2026-05-01","6等","152104","900"
"676","2026-05-08","1等","1","415718800"
"676","2026-05-08","2等","15","3265400"
"676","2026-05-08","3等","97","581600"
"676","2026-05-08","4等","5220","6500"
"676","2026-05-08","5等","78478","1400"
"676","2026-05-08","6等","135179","1000"
"677","2026-05-15","1等","1","408725600"
"677","2026-05-15","2等","12","3937000"
"677","2026-05-15","3等","134","406100"
"677","2026-05-15","4等","5590","5900"
"677","2026-05-15","5等","86339","1200"
"677","2026-05-15","6等","155939","800"
"678","2026-05-22","1等","2","200726400"
"678","2026-05-22","2等","10","4734500"
"678","2026-05-22","3等","105","519400"
"678","2026-05-22","4等","5013","6500"
"678","2026-05-22","5等","81377","1300"
"678","2026-05-22","6等","131661","1000"
"679","2026-05-29","1等","2","200790300"
"679","2026-05-29","2等","8","5949200"
"679","2026-05-29","3等","145","378000"
"679","2026-05-29","4等","6716","4900"
"679","2026-05-29","5等","99141","1100"
"679","2026-05-29","6等","146091","900"
"680","2026-06-05","1等","0","0"
"680","2026-06-05","2等","7","6861400"
"680","2026-06-05","3等","65","851100"
"680","2026-06-05","4等","4347","7700"
"680","2026-06-05","5等","73236","1500"
"680","2026-06-05","6等","121710","1100"
"681","2026-06-12","1等","1","910082500"
"681","2026-06-12","2等","6","9942700"
"681","2026-06-12","3等","94","731000"
"681","2026-06-12","4等","5510","7500"
"681","2026-06-12","5等","94077","1400"
"681","2026-06-12","6等","151785","1100"
"682","2026-06-19","1等","0","0"
"682","2026-06-19","2等","8","6025900"
"682","2026-06-19","3等","123","451400"
"682","2026-06-19","4等","5736","5800"
"682","2026-06-19","5等","81327","1300"
"682","2026-06-19","6等","125087","1100"
"683","2026-06-26","1等","2","447577600"
"683","2026-06-26","2等","7","8304300"
"683","2026-06-26","3等","96","697500"
"683","2026-06-26","4等","5437","7400"
"683","2026-06-26","5等","88375","1500"
"683","2026-06-26","6等","163620","1000"
"684","2026-07-03","1等","1","411154000"
"684","2026-07-03","2等","8","6146900"
"684","2026-07-03","3等","100","566400"
"684","2026-07-03","4等","4616","7400"
"684","2026-07-03","5等","71534","1600"
"684","2026-07-03","6等","125163","1100"
"685","2026-07-10","1等","1","395865900"
"685","2026-07-10","2等","2","23825900"
"685","2026-07-10","3等","77","712800"
