"回号","抽せん日","等級","当せん口数","当せん金額"
"1596","2021-06-21","3等","244","456200"
"1596","2021-06-21","4等","12402","9400"
"1596","2021-06-21","5等","207286","1000"
"1597","2021-06-24","1等","3","454290200"
"1597","2021-06-24","2等","16","5572500"
"1597","2021-06-24","3等","678","142000"
"1597","2021-06-24","4等","23742","4200"
"1597","2021-06-24","5等","314289","1000"
"1598","2021-06-28","1等","1","200000000"
"1598","2021-06-28","2等","7","11321300"
"1598","2021-06-28","3等","233","367300"
"1598","2021-06-28","4等","12232","7300"
"1598","2021-06-28","5等","200172","1000"
"1599","2021-07-01","1等","1","337889600"
"1599","2021-07-01","2等","6","13687100"
"1599","2021-07-01","3等","222","399500"
"1599","2021-07-01","4等","9913","9400"
"1599","2021-07-01","5等","171486","1000"
"1600","2021-07-05","1等","1","200000000"
"1600","2021-07-05","2等","10","7587600"
"1600","2021-07-05","3等","261","313900"
"1600","2021-07-05","4等","11686","7400"
"1600","2021-07-05","5等","183089","1000"
"1601","2021-07-08","1等","0","0"
"1601","2021-07-08","2等","6","12277700"
"1601","2021-07-08","3等","279","285100"
"1601","2021-07-08","4等","12639","6600"
"1601","2021-07-08","5等","199644","1000"
"1602","2021-07-12","1等","0","0"
"1602","2021-07-12","2等","4","20933100"
"1602","2021-07-12","3等","282","320600"
"1602","2021-07-12","4等","14031","6800"
"1602","2021-07-12","5等","230385","1000"
"1603","2021-07-15","1等","0","0"
"1603","2021-07-15","2等","5","18857100"
"1603","2021-07-15","3等","196","519500"
"1603","2021-07-15","4等","11361","9400"
"1603","2021-07-15","5等","193113","1000"
"1604","2021-07-19","1等","4","303278000"
"1604","2021-07-19","2等","16","6024100"
"1604","2021-07-19","3等","306","340100"
"1604","2021-07-19","4等","14598","7500"
"1604","2021-07-19","5等","229118","1000"
"1605","2021-07-22","1等","0","0"
"1605","2021-07-22","2等","3","22472800"
"1605","2021-07-22","3等","232","313800"
"1605","2021-07-22","4等","12329","6200"
"1605","2021-07-22","5等","187754","1000"
"1606","2021-07-26","1等","1","505790600"
"1606","2021-07-26","2等","33","2555200"
"1606","2021-07-26","3等","239","381000"
"1606","2021-07-26","4等","11356","8400"
"1606","2021-07-26","5等","188067","1000"
"1607","2021-07-29","1等","0","0"
"1607","2021-07-29","2等","3","23159200"
"1607","2021-07-29","3等","159","471900"
"1607","2021-07-29","4等","9702","8100"
"1607","2021-07-29","5等","166900","1000"
"1608","2021-08-02","1等","1","509282000"
"1608","2021-08-02","2等","6","13885200"
"1608","2021-08-02","3等","232","387800"
"1608","2021-08-02","4等","12572","7500"
"1608","2021-08-02","5等","205473","1000"
"1609","2021-08-05","1等","1","200000000"
"1609","2021-08-05","2等","6","11578400"
"1609","2021-08-05","3等","191","392800"
"1609","2021-08-05","4等","9376","8400"
"1609","2021-08-05","5等","157972","1000"
"1610","2021-08-09","1等","0","0"
"1610","2021-08-09","2等","4","17643400"
"1610","2021-08-09","3等","194","392800"
"1610","2021-08-09","4等","10501","7600"
"1610","2021-08-09","5等","173671","1000"
"1611","2021-08-12","1等","2","259020800"
"1611","2021-08-12","2等","5","15074900"
"1611","2021-08-12","3等","314","259200"
"1611","2021-08-12","4等","14199","6000"
"1611","2021-08-12","5等","211211","1000"
"1612","2021-08-16","1等","8","25388800"
"1612","2021-08-16","2等","16","3808400"
"1612","2021-08-16","3等","529","124400"
"1612","2021-08-16","4等","19245","3600"
"1612","2021-08-16","5等","240064","1000"
"1613","2021-08-19","1等","0","0"
"1613","2021-08-19","2等","8","8568900"
"1613","2021-08-19","3等","212","349200"
"1613","2021-08-19","4等","10475","7400"
"1613","2021-08-19","5等","162397","1000"
"1614","2021-08-23","1等","0","0"
"1614","2021-08-23","2等","2","43923000"
"1614","2021-08-23","3等","201","471900"
"1614","2021-08-23","4等","10038","9900"
"1614","2021-08-23","5等","172594","1000"
"1615","2021-08-26","1等","1","600000000"
"1615","2021-08-26","2等","16","5080400"
"1615","2021-08-26","3等","431","203600"
"1615","2021-08-26","4等","18546","5000"
"1615","2021-08-26","5等","280761","1000"
"1616","2021-08-30","1等","1","478273700"
"1616","2021-08-30","2等","9","9534100"
"1616","2021-08-30","3等","231","401100"
"1616","2021-08-30","4等","11883","8200"
"1616","2021-08-30","5等","207857","1000"
"1617","2021-09-02","1等","1","200000000"
"1617","2021-09-02","2等","7","10506500"
"1617","2021-09-02","3等","190","418000"
"1617","2021-09-02","4等","10156","8200"
"1617","2021-09-02","5等","173195","1000"
"1618","2021-09-06","1等","0","0"
"1618","2021-09-06","2等","6","13240100"
"1618","2021-09-06","3等","295","290800"
"1618","2021-09-06","4等","12782","7000"
"1618","2021-09-06","5等","205625","1000"
"1619","2021-09-09","1等","1","582585000"
"1619","2021-09-09","2等","12","6816300"
"1619","2021-09-09","3等","380","232400"
"1619","2021-09-09","4等","16998","5400"
"1619","2021-09-09","5等","243682","1000"
"1620","2021-09-13","1等","0","0"
"1620","2021-09-13","2等","6","11811700"
"1620","2021-09-13","3等","262","292100"
"1620","2021-09-13","4等","13224","6100"
"1620","2021-09-13","5等","212875","1000"
"1621","2021-09-16","1等","1","512063000"
"1621","2021-09-16","2等","10","8275300"
"1621","2021-09-16","3等","305","293000"
"1621","2021-09-16","4等","15040","6200"
"1621","2021-09-16","5等","233592","1000"
"1622","2021-09-20","1等","0","0"
"1622","2021-09-20","2等","4","19032000"
"1622","2021-09-20","3等","144","570900"
"1622","2021-09-20","4等","8811","9800"
"1622","2021-09-20","5等","140530","1000"
"1623","2021-09-23","1等","2","260837600"
"1623","2021-09-23","2等","10","8037900"
"1623","2021-09-23","3等","290","299300"
"1623","2021-09-23","4等","14225","6400"
"1623","2021-09-23","5等","229953","1000"
"1624","2021-09-27","1等","4","57625000"
"1624","2021-09-27","2等","15","4610100"
"1624","2021-09-27","3等","451","165500"
"1624","2021-09-27","4等","16407","4800"
"1624","2021-09-27","5等","217094","1000"
"1625","2021-09-30","1等","0","0"
"1625","2021-09-30","2等","11","6022500"
"1625","2021-09-30","3等","348","205500"
"1625","2021-09-30","4等","16268","4600"
"1625","2021-09-30","5等","224954","1000"
"1626","2021-10-04","1等","0","0"
"1626","2021-10-04","2等","5","16850200"
"1626","2021-10-04","3等","274","332000"
"1626","2021-10-04","4等","14435","6600"
"1626","2021-10-04","5等","226053","1000"
"1627","2021-10-07","1等","0","0"
"1627","2021-10-07","2等","4","23683300"
"1627","2021-10-07","3等","226","452600"
"1627","2021-10-07","4等","11606","9300"
"1627","2021-10-07","5等","199656","1000"
"1628","2021-10-11","1等","2","563845400"
"1628","2021-10-11","2等","8","11635700"
"1628","2021-10-11","3等","432","232700"
"1628","2021-10-11","4等","20482","5100"
"1628","2021-10-11","5等","297732","1000"
"1629","2021-10-14","1等","0","0"
"1629","2021-10-14","2等","7","10802500"
"1629","2021-10-14","3等","143","571000"
"1629","2021-10-14","4等","7879","10900"
"1629","2021-10-14","5等","142296","1000"
"1630","2021-10-18","1等","4","136548900"
"1630","2021-10-18","2等","5","17649200"
"1630","2021-10-18","3等","241","395400"
"1630","2021-10-18","4等","12433","8000"
"1630","2021-10-18","5等","209522","1000"
"1631","2021-10-21","1等","2","115123800"
"1631","2021-10-21","2等","5","13935300"
"1631","2021-10-21","3等","256","293900"
"1631","2021-10-21","4等","11377","6900"
"1631","2021-10-21","5等","179993","1000"
"1632","2021-10-25","1等","3","80875700"
"1632","2021-10-25","2等","8","9098800"
"1632","2021-10-25","3等","198","397000"
"1632","2021-10-25","4等","10176","8100"
"1632","2021-10-25","5等","172404","1000"
"1633","2021-10-28","1等","0","0"
"1633","2021-10-28","2等","5","13634300"
"1633","2021-10-28","3等","227","324300"
"1633","2021-10-28","4等","11250","6900"
"1633","2021-10-28","5等","188728","1000"
"1634","2021-11-01","1等","0","0"
"1634","2021-11-01","2等","5","17536000"
"1634","2021-11-01","3等","194","488100"
"1634","2021-11-01","4等","10330","9600"
"1634","2021-11-01","5等","183460","1000"
"1635","2021-11-04","1等","2","407945900"
"1635","2021-11-04","2等","8","11115400"
"1635","2021-11-04","3等","274","350400"
"1635","2021-11-04","4等","12950","7800"
"1635","2021-11-04","5等","209292","1000"
"1636","2021-11-08","1等","4","59738300"
"1636","2021-11-08","2等","8","8961000"
"1636","2021-11-08","3等","259","298900"
"1636","2021-11-08","4等","13857","5900"
"1636","2021-11-08","5等","194786","1000"
"1637","2021-11-11","1等","2","103420200"
"1637","2021-11-11","2等","10","6205400"
"1637","2021-11-11","3等","326","205500"
"1637","2021-11-11","4等","14495","4800"
"1637","2021-11-11","5等","220052","1000"
"1638","2021-11-15","1等","0","0"
"1638","2021-11-15","2等","5","15784300"
"1638","2021-11-15","3等","116","734700"
"1638","2021-11-15","4等","7532","11900"
"1638","2021-11-15","5等","140514","1000"
"1639","2021-11-18","1等","0","0"
"1639","2021-11-18","2等","15","5235100"
"1639","2021-11-18","3等","365","232300"
"1639","2021-11-18","4等","14117","6300"
"1639","2021-11-18","5等","211547","1000"
"1640","2021-11-22","1等","2","401018100"
"1640","2021-11-22","2等","10","8316900"
"1640","2021-11-22","3等","378","237600"
"1640","2021-11-22","4等","16800","5600"
"1640","2021-11-22","5等","254068","1000"
"1641","2021-11-25","1等","7","29018900"
"1641","2021-11-25","2等","3","20313900"
"1641","2021-11-25","3等","475","138500"
"1641","2021-11-25","4等","17450","3900"
"1641","2021-11-25","5等","230494","1000"
"1642","2021-11-29","1等","1","200000000"
"1642","2021-11-29","2等","5","14325400"
"1642","2021-11-29","3等","258","299800"
"1642","2021-11-29","4等","10761","7500"
"1642","2021-11-29","5等","172029","1000"
"1643","2021-12-02","1等","2","140904800"
"1643","2021-12-02","2等","6","12153300"
"1643","2021-12-02","3等","182","432600"
"1643","2021-12-02","4等","10892","7600"
"1643","2021-12-02","5等","184844","1000"
"1644","2021-12-06","1等","1","200000000"
"1644","2021-12-06","2等","4","18598900"
"1644","2021-12-06","3等","240","334700"
"1644","2021-12-06","4等","10030","8400"
"1644","2021-12-06","5等","162899","1000"
"1645","2021-12-09","1等","3","93784600"
"1645","2021-12-09","2等","7","10002100"
"1645","2021-12-09","3等","431","175400"
"1645","2021-12-09","4等","14167","5600"
"1645","2021-12-09","5等","191024","1000"
"1646","2021-12-13","1等","0","0"
"1646","2021-12-13","2等","2","37005900"
"1646","2021-12-13","3等","179","446500"
"1646","2021-12-13","4等","9827","8500"
"1646","2021-12-13","5等","165594","1000"
"1647","2021-12-16","1等","0","0"
"1647","2021-12-16","2等","10","8045800"
"1647","2021-12-16","3等","300","289600"
"1647","2021-12-16","4等","14999","6100"
"1647","2021-12-16","5等","229171","1000"
"1648","2021-12-20","1等","3","275607500"
"1648","2021-12-20","2等","7","13369200"
"1648","2021-12-20","3等","260","388700"
"1648","2021-12-20","4等","14628","7300"
"1648","2021-12-20","5等","244002","1000"
"1649","2021-12-23","1等","0","0"
"1649","2021-12-23","2等","5","14179300"
"1649","2021-12-23","3等","291","263100"
"1649","2021-12-23","4等","12649","6300"
"1649","2021-12-23","5等","194130","1000"
"1650","2021-12-27","1等","4","132929600"
"1650","2021-12-27","2等","5","17724700"
"1650","2021-12-27","3等","258","370900"
"1650","2021-12-27","4等","13849","7300"
"1650","2021-12-27","5等","221232","1000"
"1651","2021-12-30","1等","2","119491000"
"1651","2021-12-30","2等","6","11949400"
"1651","2021-12-30","3等","357","216800"
"1651","2021-12-30","4等","14745","5500"
"1651","2021-12-30","5等","216560","1000"
"1652","2022-01-06","1等","2","119844100"
"1652","2022-01-06","2等","8","8988600"
"1652","2022-01-06","3等","334","232500"
"1652","2022-01-06","4等","15134","5400"
"1652","2022-01-06","5等","198935","1000"
"1653","2022-01-10","1等","1","200000000"
"1653","2022-01-10","2等","8","8373400"
"1653","2022-01-10","3等","389","185900"
"1653","2022-01-10","4等","16118","4700"
"1653","2022-01-10","5等","227195","1000"
"1654","2022-01-13","1等","0","0"
"1654","2022-01-13","2等","4","19692900"
"1654","2022-01-13","3等","256","332300"
"1654","2022-01-13","4等","13504","6600"
"1654","2022-01-13","5等","208882","1000"
"1655","2022-01-17","1等","0","0"
"1655","2022-01-17","2等","5","19268900"
"1655","2022-01-17","3等","185","562400"
"1655","2022-01-17","4等","9924","11000"
"1655","2022-01-17","5等","180169","1000"
"1656","2022-01-20","1等","2","462303000"
"1656","2022-01-20","2等","5","19057700"
"1656","2022-01-20","3等","303","339600"
"1656","2022-01-20","4等","14723","7300"
"1656","2022-01-20","5等","240889","1000"
"1657","2022-01-24","1等","1","200000000"
"1657","2022-01-24","2等","7","11051700"
"1657","2022-01-24","3等","229","364800"
"1657","2022-01-24","4等","10017","8800"
"1657","2022-01-24","5等","168876","1000"
"1658","2022-01-27","1等","2","160290900"
"1658","2022-01-27","2等","11","7165200"
"1658","2022-01-27","3等","281","302900"
"1658","2022-01-27","4等","13573","6600"
"1658","2022-01-27","5等","210222","1000"
"1659","2022-01-31","1等","1","200000000"
"1659","2022-01-31","2等","15","4981600"
"1659","2022-01-31","3等","236","341900"
"1659","2022-01-31","4等","11924","7100"
"1659","2022-01-31","5等","189368","1000"
"1660","2022-02-03","1等","1","321050200"
"1660","2022-02-03","2等","5","16319100"
"1660","2022-02-03","3等","175","503500"
"1660","2022-02-03","4等","9686","9600"
"1660","2022-02-03","5等","170616","1000"
"1661","2022-02-07","1等","0","0"
"1661","2022-02-07","2等","7","11143800"
"1661","2022-02-07","3等","147","573000"
"1661","2022-02-07","4等","8470","10500"
"1661","2022-02-07","5等","152410","1000"
"1662","2022-02-10","1等","1","518825300"
"1662","2022-02-10","2等","7","11092200"
"1662","2022-02-10","3等","322","260400"
"1662","2022-02-10","4等","14880","5900"
"1662","2022-02-10","5等","223911","1000"
"1663","2022-02-14","1等","0","0"
"1663","2022-02-14","2等","3","22810400"
"1663","2022-02-14","3等","265","278800"
"1663","2022-02-14","4等","12383","6300"
"1663","2022-02-14","5等","190416","1000"
"1664","2022-02-17","1等","1","498086000"
"1664","2022-02-17","2等","11","7363500"
"1664","2022-02-17","3等","394","222000"
"1664","2022-02-17","4等","15377","6000"
"1664","2022-02-17","5等","230196","1000"
"1665","2022-02-21","1等","1","200000000"
"1665","2022-02-21","2等","5","14855900"
"1665","2022-02-21","3等","170","471800"
"1665","2022-02-21","4等","9511","8900"
"1665","2022-02-21","5等","160291","1000"
"1666","2022-02-24","1等","0","0"
"1666","2022-02-24","2等","3","26370100"
"1666","2022-02-24","3等","180","474600"
"1666","2022-02-24","4等","8781","10200"
"1666","2022-02-24","5等","154486","1000"
"1667","2022-02-28","1等","0","0"
"1667","2022-02-28","2等","9","9643600"
"1667","2022-02-28","3等","266","352300"
"1667","2022-02-28","4等","13878","7100"
"1667","2022-02-28","5等","224283","1000"
"1668","2022-03-03","1等","1","600000000"
"1668","2022-03-03","2等","7","14200400"
"1668","2022-03-03","3等","245","438100"
"1668","2022-03-03","4等","13351","8400"
"1668","2022-03-03","5等","225803","1000"
"1669","2022-03-07","1等","2","306391000"
"1669","2022-03-07","2等","2","42131200"
"1669","2022-03-07","3等","365","249300"
"1669","2022-03-07","4等","17300","5500"
"1669","2022-03-07","5等","254940","1000"
"1670","2022-03-10","1等","0","0"
"1670","2022-03-10","2等","7","10521000"
"1670","2022-03-10","3等","205","387900"
"1670","2022-03-10","4等","10177","8200"
"1670","2022-03-10","5等","168079","1000"
"1671","2022-03-14","1等","1","549305500"
"1671","2022-03-14","2等","5","18229800"
"1671","2022-03-14","3等","227","433600"
"1671","2022-03-14","4等","12215","8500"
"1671","2022-03-14","5等","198083","1000"
"1672","2022-03-17","1等","2","114360000"
"1672","2022-03-17","2等","3","22872700"
"1672","2022-03-17","3等","312","237500"
"1672","2022-03-17","4等","12599","6200"
"1672","2022-03-17","5等","190739","1000"
"1673","2022-03-21","1等","0","0"
"1673","2022-03-21","2等","2","36758800"
"1673","2022-03-21","3等","160","496200"
"1673","2022-03-21","4等","7928","10500"
"1673","2022-03-21","5等","139948","1000"
"1674","2022-03-24","1等","1","522554500"
"1674","2022-03-24","2等","5","16650700"
"1674","2022-03-24","3等","202","445100"
"1674","2022-03-24","4等","11443","8300"
"1674","2022-03-24","5等","189233","1000"
"1675","2022-03-28","1等","1","200000000"
"1675","2022-03-28","2等","5","15388500"
"1675","2022-03-28","3等","285","291500"
"1675","2022-03-28","4等","14311","6100"
"1675","2022-03-28","5等","225357","1000"
"1676","2022-03-31","1等","0","0"
"1676","2022-03-31","2等","6","12692400"
"1676","2022-03-31","3等","316","260200"
"1676","2022-03-31","4等","13050","6600"
"1676","2022-03-31","5等","196907","1000"
"1677","2022-04-04","1等","3","205631800"
"1677","2022-04-04","2等","6","15329800"
"1677","2022-04-04","3等","251","395700"
"1677","2022-04-04","4等","10701","9800"
"1677","2022-04-04","5等","185964","1000"
"1678","2022-04-07","1等","2","109880500"
"1678","2022-04-07","2等","6","10988400"
"1678","2022-04-07","3等","277","257000"
"1678","2022-04-07","4等","12978","5700"
"1678","2022-04-07","5等","200889","1000"
"1679","2022-04-11","1等","0","0"
"1679","2022-04-11","2等","3","24452600"
"1679","2022-04-11","3等","241","328700"
"1679","2022-04-11","4等","11038","7500"
"1679","2022-04-11","5等","177907","1000"
"1680","2022-04-14","1等","0","0"
"1680","2022-04-14","2等","4","20805300"
"1680","2022-04-14","3等","233","385700"
"1680","2022-04-14","4等","11332","8300"
"1680","2022-04-14","5等","188617","1000"
"1681","2022-04-18","1等","0","0"
"1681","2022-04-18","2等","5","19115200"
"1681","2022-04-18","3等","248","416200"
"1681","2022-04-18","4等","15630","6900"
"1681","2022-04-18","5等","261493","1000"
"1682","2022-04-21","1等","0","0"
"1682","2022-04-21","2等","11","9234200"
"1682","2022-04-21","3等","373","294000"
"1682","2022-04-21","4等","17452","6600"
"1682","2022-04-21","5等","278571","1000"
"1683","2022-04-25","1等","3","526693900"
"1683","2022-04-25","2等","7","17186800"
"1683","2022-04-25","3等","350","371200"
"1683","2022-04-25","4等","16464","8300"
"1683","2022-04-25","5等","269939","1000"
"1684","2022-04-28","1等","1","200000000"
"1684","2022-04-28","2等","3","25291800"
"1684","2022-04-28","3等","196","418000"
"1684","2022-04-28","4等","9927","8700"
"1684","2022-04-28","5等","165841","1000"
"1685","2022-05-02","1等","1","332065800"
"1685","2022-05-02","2等","7","11964200"
"1685","2022-05-02","3等","154","587300"
"1685","2022-05-02","4等","9785","9700"
"1685","2022-05-02","5等","180626","1000"
"1686","2022-05-05","1等","2","102693600"
"1686","2022-05-05","2等","8","7702200"
"1686","2022-05-05","3等","229","290500"
"1686","2022-05-05","4等","11876","5900"
"1686","2022-05-05","5等","189112","1000"
"1687","2022-05-09","1等","0","0"
"1687","2022-05-09","2等","8","9602900"
"1687","2022-05-09","3等","195","425400"
"1687","2022-05-09","4等","8438","10200"
"1687","2022-05-09","5等","149755","1000"
"1688","2022-05-12","1等","3","173844600"
"1688","2022-05-12","2等","28","2844300"
"1688","2022-05-12","3等","393","218800"
"1688","2022-05-12","4等","15975","5600"
"1688","2022-05-12","5等","224888","1000"
"1689","2022-05-16","1等","5","48329100"
"1689","2022-05-16","2等","5","14499200"
"1689","2022-05-16","3等","261","299900"
"1689","2022-05-16","4等","11145","7400"
"1689","2022-05-16","5等","178764","1000"
"1690","2022-05-19","1等","3","72360700"
"1690","2022-05-19","2等","6","10854400"
"1690","2022-05-19","3等","382","184100"
"1690","2022-05-19","4等","13050","5600"
"1690","2022-05-19","5等","188138","1000"
"1691","2022-05-23","1等","0","0"
"1691","2022-05-23","2等","2","36358400"
"1691","2022-05-23","3等","234","335600"
"1691","2022-05-23","4等","9859","8400"
"1691","2022-05-23","5等","163684","1000"
"1692","2022-05-26","1等","1","520778600"
"1692","2022-05-26","2等","6","13920200"
"1692","2022-05-26","3等","298","302600"
"1692","2022-05-26","4等","13542","7000"
"1692","2022-05-26","5等","214202","1000"
"1693","2022-05-30","1等","1","200000000"
"1693","2022-05-30","2等","7","9766000"
"1693","2022-05-30","3等","336","219700"
"1693","2022-05-30","4等","13770","5600"
"1693","2022-05-30","5等","196104","1000"
"1694","2022-06-02","1等","1","267868300"
"1694","2022-06-02","2等","4","18000600"
"1694","2022-06-02","3等","290","268100"
"1694","2022-06-02","4等","13521","6000"
"1694","2022-06-02","5等","199197","1000"
"1695","2022-06-06","1等","1","200000000"
"1695","2022-06-06","2等","3","21612900"
"1695","2022-06-06","3等","311","225100"
"1695","2022-06-06","4等","14464","5100"
"1695","2022-06-06","5等","202022","1000"
"1696","2022-06-09","1等","0","0"
"1696","2022-06-09","2等","4","17990800"
"1696","2022-06-09","3等","214","363100"
"1696","2022-06-09","4等","10627","7700"
"1696","2022-06-09","5等","174749","1000"
"1697","2022-06-13","1等","1","516523200"
"1697","2022-06-13","2等","16","4885100"
"1697","2022-06-13","3等","416","202900"
"1697","2022-06-13","4等","19347","4600"
"1697","2022-06-13","5等","267267","1000"
"1698","2022-06-16","1等","0","0"
"1698","2022-06-16","2等","6","11776700"
"1698","2022-06-16","3等","189","403700"
"1698","2022-06-16","4等","10027","8000"
"1698","2022-06-16","5等","161958","1000"
"1699","2022-06-20","1等","1","507202600"
"1699","2022-06-20","2等","10","8150500"
"1699","2022-06-20","3等","347","253600"
"1699","2022-06-20","4等","15571","5900"
"1699","2022-06-20","5等","235257","1000"
"1700","2022-06-23","1等","0","0"
"1700","2022-06-23","2等","5","14267000"
"1700","2022-06-23","3等","184","418600"
"1700","2022-06-23","4等","9726","8300"
"1700","2022-06-23","5等","158718","1000"
"1701","2022-06-27","1等","3","168435800"
"1701","2022-06-27","2等","10","8026100"
"1701","2022-06-27","3等","278","311700"
"1701","2022-06-27","4等","13957","6500"
"1701","2022-06-27","5等","219062","1000"
"1702","2022-06-30","1等","1","198347600"
"1702","2022-06-30","2等","11","5409600"
"1702","2022-06-30","3等","330","194700"
"1702","2022-06-30","4等","15967","4200"
"1702","2022-06-30","5等","220299","1000"
"1703","2022-07-04","1等","1","200000000"
"1703","2022-07-04","2等","7","10567800"
"1703","2022-07-04","3等","194","411800"
"1703","2022-07-04","4等","8986","9300"
"1703","2022-07-04","5等","151198","1000"
"1704","2022-07-07","1等","0","0"
"1704","2022-07-07","2等","11","6705900"
"1704","2022-07-07","3等","261","305200"
"1704","2022-07-07","4等","10994","7600"
"1704","2022-07-07","5等","172175","1000"
"1705","2022-07-11","1等","2","272161500"
"1705","2022-07-11","2等","6","12593900"
"1705","2022-07-11","3等","365","223500"
"1705","2022-07-11","4等","15628","5500"
"1705","2022-07-11","5等","236791","1000"
"1706","2022-07-14","1等","0","0"
"1706","2022-07-14","2等","3","22771900"
"1706","2022-07-14","3等","148","498500"
"1706","2022-07-14","4等","8095","9600"
"1706","2022-07-14","5等","136595","1000"
"1707","2022-07-18","1等","1","489691600"
"1707","2022-07-18","2等","9","8732900"
"1707","2022-07-18","3等","284","298800"
"1707","2022-07-18","4等","10901","8200"
"1707","2022-07-18","5等","172327","1000"
"1708","2022-07-21","1等","0","0"
"1708","2022-07-21","2等","1","72542400"
"1708","2022-07-21","3等","119","658300"
"1708","2022-07-21","4等","6683","12300"
"1708","2022-07-21","5等","117225","1000"
"1709","2022-07-25","1等","1","496248600"
"1709","2022-07-25","2等","6","12722800"
"1709","2022-07-25","3等","339","243100"
"1709","2022-07-25","4等","14145","6100"
"1709","2022-07-25","5等","214848","1000"
"1710","2022-07-28","1等","0","0"
"1710","2022-07-28","2等","11","5897300"
"1710","2022-07-28","3等","152","460900"
"1710","2022-07-28","4等","9877","7400"
"1710","2022-07-28","5等","165872","1000"
"1711","2022-08-01","1等","0","0"
"1711","2022-08-01","2等","2","43346600"
"1711","2022-08-01","3等","148","632600"
"1711","2022-08-01","4等","8686","11300"
"1711","2022-08-01","5等","150390","1000"
"1712","2022-08-04","1等","0","0"
"1712","2022-08-04","2等","10","7820500"
"1712","2022-08-04","3等","345","244800"
"1712","2022-08-04","4等","15785","5600"
"1712","2022-08-04","5等","235178","1000"
"1713","2022-08-08","1等","0","0"
"1713","2022-08-08","2等","9","10798600"
"1713","2022-08-08","3等","180","583100"
"1713","2022-08-08","4等","11550","9600"
"1713","2022-08-08","5等","186956","1000"
"1714","2022-08-11","1等","0","0"
"1714","2022-08-11","2等","7","13240100"
"1714","2022-08-11","3等","279","358700"
"1714","2022-08-11","4等","12313","8500"
"1714","2022-08-11","5等","205132","1000"
"1715","2022-08-15","1等","5","340516100"
"1715","2022-08-15","2等","12","7595900"
"1715","2022-08-15","3等","574","171400"
"1715","2022-08-15","4等","21046","4900"
"1715","2022-08-15","5等","286778","1000"
"1716","2022-08-18","1等","0","0"
"1716","2022-08-18","2等","5","13511100"
"1716","2022-08-18","3等","265","275300"
"1716","2022-08-18","4等","11403","6700"
"1716","2022-08-18","5等","174199","1000"
"1717","2022-08-22","1等","1","505268900"
"1717","2022-08-22","2等","9","9336600"
"1717","2022-08-22","3等","215","422000"
"1717","2022-08-22","4等","12251","7800"
"1717","2022-08-22","5等","202259","1000"
"1718","2022-08-25","1等","0","0"
"1718","2022-08-25","2等","6","10784200"
"1718","2022-08-25","3等","214","326500"
"1718","2022-08-25","4等","13129","5600"
"1718","2022-08-25","5等","202935","1000"
"1719","2022-08-29","1等","3","163593600"
"1719","2022-08-29","2等","6","13755500"
"1719","2022-08-29","3等","235","379200"
"1719","2022-08-29","4等","13216","7100"
"1719","2022-08-29","5等","220615","1000"
"1720","2022-09-01","1等","2","112190500"
"1720","2022-09-01","2等","7","9616600"
"1720","2022-09-01","3等","347","209500"
"1720","2022-09-01","4等","12497","6100"
"1720","2022-09-01","5等","182995","1000"
"1721","2022-09-05","1等","4","56371800"
"1721","2022-09-05","2等","5","13529600"
"1721","2022-09-05","3等","306","238700"
"1721","2022-09-05","4等","14160","5400"
"1721","2022-09-05","5等","209185","1000"
"1722","2022-09-08","1等","2","117408500"
"1722","2022-09-08","2等","3","23482400"
"1722","2022-09-08","3等","141","539500"
"1722","2022-09-08","4等","8419","9500"
"1722","2022-09-08","5等","148633","1000"
"1723","2022-09-12","1等","0","0"
"1723","2022-09-12","2等","10","6743000"
"1723","2022-09-12","3等","282","258200"
"1723","2022-09-12","4等","14304","5300"
"1723","2022-09-12","5等","208888","1000"
"1724","2022-09-15","1等","2","237946800"
"1724","2022-09-15","2等","6","12557000"
"1724","2022-09-15","3等","283","287500"
"1724","2022-09-15","4等","14027","6100"
"1724","2022-09-15","5等","226283","1000"
"1725","2022-09-19","1等","1","200000000"
"1725","2022-09-19","2等","10","6212700"
"1725","2022-09-19","3等","257","261000"
"1725","2022-09-19","4等","11045","6400"
"1725","2022-09-19","5等","171906","1000"
"1726","2022-09-22","1等","0","0"
"1726","2022-09-22","2等","4","17855400"
"1726","2022-09-22","3等","247","312200"
"1726","2022-09-22","4等","11534","7000"
"1726","2022-09-22","5等","178543","1000"
"1727","2022-09-26","1等","2","254648900"
"1727","2022-09-26","2等","8","9905800"
"1727","2022-09-26","3等","299","286200"
"1727","2022-09-26","4等","14002","6400"
"1727","2022-09-26","5等","217491","1000"
"1728","2022-09-29","1等","2","106579500"
"1728","2022-09-29","2等","10","6394900"
"1728","2022-09-29","3等","379","182200"
"1728","2022-09-29","4等","14880","4900"
"1728","2022-09-29","5等","201879","1000"
"1729","2022-10-03","1等","0","0"
"1729","2022-10-03","2等","7","9663200"
"1729","2022-10-03","3等","238","306900"
"1729","2022-10-03","4等","12410","6200"
"1729","2022-10-03","5等","190327","1000"
"1730","2022-10-06","1等","2","231356100"
"1730","2022-10-06","2等","7","10167900"
"1730","2022-10-06","3等","333","230800"
"1730","2022-10-06","4等","15681","5100"
"1730","2022-10-06","5等","231967","1000"
"1731","2022-10-10","1等","3","71117500"
"1731","2022-10-10","2等","8","8000900"
"1731","2022-10-10","3等","287","240800"
