"回号","抽せん日","本数字1","本数字2","本数字3","本数字4","本数字5","本数字6","本数字7","ボーナス数字1","ボーナス数字2","販売実績額","キャリーオーバー","1等口数","1等当せん金額","2等口数","2等当せん金額","3等口数","3等当せん金額","4等口数","4等当せん金額","5等口数","5等当せん金額","6等口数","6等当せん金額","データソース","取得日時","検証状態"
"362","2020-04-03","4","7","8","14","22","24","27","13","26","","0","1","616130500","8","8690600","160","608300","7457","7600","111255","1200","181273","900","sougaku:data\raw\loto7\extracted\loto7.csv","2026-06-24T23:20:30.050Z","processed"
"363","2020-04-10","13","15","17","22","26","34","36","3","19","","0","1","350725000","7","8122100","135","589500","5237","8900","78546","1400","131595","1000","sougaku:data\raw\loto7\extracted\loto7.csv","2026-06-24T23:20:30.050Z","processed"
"364","2020-04-17","3","9","10","14","16","20","27","19","33","","320852305","0","0","4","13281900","96","774700","5078","8500","77996","1300","131596","1000","sougaku:data\raw\loto7\extracted\loto7.csv","2026-06-24T23:20:30.050Z","processed"
"365","2020-04-24","1","4","13","14","16","22","35","10","23","","660538520","0","0","4","13698900","79","971000","4806","9300","74823","1400","126609","1000","sougaku:data\raw\loto7\extracted\loto7.csv","2026-06-24T23:20:30.050Z","processed"
"366","2020-05-01","10","24","25","26","27","33","36","4","23","","985770885","0","0","4","13274200","79","940900","4104","10600","67535","1500","126618","1000","sougaku:data\raw\loto7\extracted\loto7.csv","2026-06-24T23:20:30.050Z","processed"
"367","2020-05-08","8","14","19","20","29","30","31","7","35","","1327551715","0","0","9","6356300","102","785100","4862","9600","75636","1500","128128","1100","sougaku:data\raw\loto7\extracted\loto7.csv","2026-06-24T23:20:30.050Z","processed"
"368","2020-05-15","7","8","9","13","21","34","35","3","20","","1751951140","0","0","8","8791700","143","688500","6742","8500","105147","1300","171958","1000","sougaku:data\raw\loto7\extracted\loto7.csv","2026-06-24T23:20:30.050Z","processed"
"369","2020-05-22","1","7","9","11","15","31","34","6","33","","2255335210","0","0","5","167348000","162","723000","7659","8900","120115","1400","200556","1000","sougaku:data\raw\loto7\extracted\loto7.csv","2026-06-24T23:20:30.050Z","processed"
"370","2020-05-29","7","10","16","25","26","33","34","24","35","","2855462700","0","0","12","8162000","193","710400","8425","9500","136361","1400","229546","1000","sougaku:data\raw\loto7\extracted\loto7.csv","2026-06-24T23:20:30.050Z","processed"
"371","2020-06-05","1","3","4","8","11","21","25","12","23","","1519597420","2","1000000000","17","6278700","263","568100","10712","8100","156650","1300","272106","900","sougaku:data\raw\loto7\extracted\loto7.csv","2026-06-24T23:20:30.050Z","processed"
"372","2020-06-12","6","8","22","23","32","33","36","9","27","","1059631065","1","1000000000","11","8192000","142","888400","7720","9500","119368","1500","220175","1000","sougaku:data\raw\loto7\extracted\loto7.csv","2026-06-24T23:20:30.050Z","processed"
"373","2020-06-19","2","3","17","18","22","23","31","4","30","","1601343530","0","0","11","8060400","134","926300","8026","9000","124274","1400","208406","1000","sougaku:data\raw\loto7\extracted\loto7.csv","2026-06-24T23:20:30.050Z","processed"
"374","2020-06-26","4","5","9","10","18","27","35","15","34","","1188343675","1","1000000000","10","9693300","246","551600","10899","7300","157940","1200","259076","900","sougaku:data\raw\loto7\extracted\loto7.csv","2026-06-24T23:20:30.050Z","processed"
"375","2020-07-03","13","15","18","19","23","27","32","34","35","","730371255","1","1000000000","23","3910600","138","912400","7761","9500","123469","1400","222110","1000","sougaku:data\raw\loto7\extracted\loto7.csv","2026-06-24T23:20:30.050Z","processed"
"376","2020-07-10","6","11","14","17","23","31","37","10","15","","0","3","412353200","9","9345100","185","636400","8521","8100","123352","1300","209047","1000","sougaku:data\raw\loto7\extracted\loto7.csv","2026-06-24T23:20:30.050Z","processed"
"377","2020-07-17","6","7","10","17","25","33","36","27","32","","402171575","0","0","5","13102600","127","722100","6138","8700","95816","1300","156051","1000","sougaku:data\raw\loto7\extracted\loto7.csv","2026-06-24T23:20:30.050Z","processed"
"378","2020-07-24","1","5","9","10","14","15","29","20","28","","843587990","0","0","12","6106500","151","679300","6707","8900","105104","1400","175197","1000","sougaku:data\raw\loto7\extracted\loto7.csv","2026-06-24T23:20:30.050Z","processed"
"379","2020-07-31","3","8","15","22","24","29","35","18","26","","1326515335","0","0","18","4511300","230","494200","9310","7100","125612","1300","200191","1000","sougaku:data\raw\loto7\extracted\loto7.csv","2026-06-24T23:20:30.050Z","processed"
"380","2020-08-07","8","14","24","25","32","34","36","13","16","","0","2","923347500","15","5764000","150","806900","7801","9100","118016","1400","215179","1000","sougaku:data\raw\loto7\extracted\loto7.csv","2026-06-24T23:20:30.050Z","processed"
"381","2020-08-14","4","8","25","26","27","31","32","9","22","","0","1","381063500","5","12497500","115","760700","5407","9400","84842","1400","151506","1000","sougaku:data\raw\loto7\extracted\loto7.csv","2026-06-24T23:20:30.050Z","processed"
"382","2020-08-21","2","3","5","8","19","22","37","16","28","","0","1","369188600","4","15462300","129","671200","5782","8700","89293","1400","150505","1000","sougaku:data\raw\loto7\extracted\loto7.csv","2026-06-24T23:20:30.050Z","processed"
"383","2020-08-28","8","11","15","22","26","28","30","10","20","","378153785","0","0","10","6319700","145","610100","6176","8400","97501","1300","153383","1000","sougaku:data\raw\loto7\extracted\loto7.csv","2026-06-24T23:20:30.050Z","processed"
"384","2020-09-04","3","7","15","18","26","30","31","9","33","","848389185","0","0","20","3807600","190","561100","7883","7900","112856","1300","196135","900","sougaku:data\raw\loto7\extracted\loto7.csv","2026-06-24T23:20:30.050Z","processed"
"385","2020-09-11","4","12","14","24","29","34","35","5","15","","353636415","1","1000000000","12","6828200","202","567800","9477","7100","118923","1300","193635","1000","sougaku:data\raw\loto7\extracted\loto7.csv","2026-06-24T23:20:30.050Z","processed"
"386","2020-09-18","9","19","22","32","35","36","37","7","21","","804624070","0","0","6","12273200","86","1198700","4931","12200","89546","1600","157340","1100","sougaku:data\raw\loto7\extracted\loto7.csv","2026-06-24T23:20:30.050Z","processed"
"387","2020-09-25","3","7","13","22","30","32","37","14","15","","1282685065","0","0","9","8797100","124","893800","6062","10700","98008","1600","189963","1000","sougaku:data\raw\loto7\extracted\loto7.csv","2026-06-24T23:20:30.050Z","processed"
"388","2020-10-02","1","6","8","10","18","21","32","13","28","","1819256050","0","0","11","8005900","118","1044800","6967","10300","162500","1500","206896","1000","sougaku:data\raw\loto7\extracted\loto7.csv","2026-06-24T23:20:30.050Z","processed"
"389","2020-10-09","1","6","11","13","18","24","27","17","23","","0","3","783897800","9","9751700","228","538900","8544","8400","128735","1300","214659","1000","sougaku:data\raw\loto7\extracted\loto7.csv","2026-06-24T23:20:30.050Z","processed"
"390","2020-10-16","3","6","19","21","23","26","27","30","34","","391476860","0","0","6","10491400","111","793900","5177","9900","86684","1400","143274","1000","sougaku:data\raw\loto7\extracted\loto7.csv","2026-06-24T23:20:30.050Z","processed"
"391","2020-10-23","10","23","27","32","33","35","37","24","26","","847273605","0","0","8","9366400","108","971300","5193","11800","92949","1600","160194","1100","sougaku:data\raw\loto7\extracted\loto7.csv","2026-06-24T23:20:30.050Z","processed"
"392","2020-10-30","1","4","6","15","20","22","26","18","21","","0","2","675744100","10","8318100","139","837700","6569","10400","108197","1500","181718","1100","sougaku:data\raw\loto7\extracted\loto7.csv","2026-06-24T23:20:30.050Z","processed"
"393","2020-11-06","7","14","15","22","27","30","31","9","32","","0","1","388842900","18","3523800","173","513200","7173","7200","98663","1300","160022","900","sougaku:data\raw\loto7\extracted\loto7.csv","2026-06-24T23:20:30.050Z","processed"
"394","2020-11-13","6","10","22","23","27","32","33","8","19","","366674380","0","0","27","2268700","207","414200","7926","6300","94991","1300","164740","900","sougaku:data\raw\loto7\extracted\loto7.csv","2026-06-24T23:20:30.050Z","processed"
"395","2020-11-20","1","2","5","20","26","29","32","8","9","","0","3","270621900","7","10529500","80","1289800","4725","12800","83410","1700","180779","1000","sougaku:data\raw\loto7\extracted\loto7.csv","2026-06-24T23:20:30.050Z","processed"
"396","2020-11-27","2","3","5","8","16","20","34","26","31","","366819660","0","0","7","8652900","92","921700","5149","9600","82997","1400","134718","1100","sougaku:data\raw\loto7\extracted\loto7.csv","2026-06-24T23:20:30.050Z","processed"
"397","2020-12-04","4","12","13","15","21","28","37","7","20","","812294860","0","0","15","4876800","131","781700","7060","8500","107285","1300","177064","1000","sougaku:data\raw\loto7\extracted\loto7.csv","2026-06-24T23:20:30.050Z","processed"
"398","2020-12-11","3","4","10","17","20","22","33","1","6","","1296202550","0","0","9","8938000","135","834200","7096","9300","111518","1400","197911","1000","sougaku:data\raw\loto7\extracted\loto7.csv","2026-06-24T23:20:30.050Z","processed"
"399","2020-12-18","7","15","19","20","21","33","36","4","10","","1834932435","0","0","14","6212300","137","888700","7501","9500","112970","1500","197889","1000","sougaku:data\raw\loto7\extracted\loto7.csv","2026-06-24T23:20:30.050Z","processed"
"400","2020-12-25","4","17","22","28","30","31","35","25","34","","2441887750","0","0","6","16604900","219","636800","9043","9000","135365","1400","219734","1000","sougaku:data\raw\loto7\extracted\loto7.csv","2026-06-24T23:20:30.050Z","processed"
"401","2021-01-08","4","5","9","14","18","30","35","1","33","","3127268000","0","0","6","18702000","173","908000","9392","9800","157204","1400","263431","1000","sougaku:data\raw\loto7\extracted\loto7.csv","2026-06-24T23:20:30.050Z","processed"
"402","2021-01-15","7","9","12","17","20","26","29","4","13","","3744761225","0","0","11","9424800","199","729300","8946","9500","139603","1500","253104","1000","sougaku:data\raw\loto7\extracted\loto7.csv","2026-06-24T23:20:30.050Z","processed"
"403","2021-01-22","2","6","8","12","19","20","29","5","26","","4415642950","0","0","16","7034600","209","753900","10493","8800","160099","1400","277426","1000","sougaku:data\raw\loto7\extracted\loto7.csv","2026-06-24T23:20:30.050Z","processed"
"404","2021-01-29","4","8","13","16","25","30","32","9","26","","4159928850","1","1000000000","19","6435200","338","506400","12289","8100","177419","1300","299495","1000","sougaku:data\raw\loto7\extracted\loto7.csv","2026-06-24T23:20:30.050Z","processed"
"405","2021-02-05","3","10","16","17","24","32","36","11","29","","3839676215","1","1000000000","40","2839700","265","600000","11201","8300","160364","1400","279209","1000","sougaku:data\raw\loto7\extracted\loto7.csv","2026-06-24T23:20:30.050Z","processed"
"406","2021-02-12","1","2","5","16","18","21","29","24","25","","4469314595","0","0","9","11590300","140","1043100","8035","10600","132750","1500","234763","1100","sougaku:data\raw\loto7\extracted\loto7.csv","2026-06-24T23:20:30.050Z","processed"
"407","2021-02-19","19","21","25","26","28","30","31","9","16","","5124236005","0","0","9","11974300","140","1077600","7275","12100","130344","1600","236344","1100","sougaku:data\raw\loto7\extracted\loto7.csv","2026-06-24T23:20:30.050Z","processed"
"408","2021-02-26","16","18","19","21","29","30","35","14","28","","5826847840","0","0","17","6668900","201","789600","8976","10300","143898","1500","239143","1100","sougaku:data\raw\loto7\extracted\loto7.csv","2026-06-24T23:20:30.050Z","processed"
"409","2021-03-05","13","15","16","24","30","31","37","12","33","","4541466095","2","1000000000","12","9712400","209","780700","9617","9900","149678","1500","250298","1100","sougaku:data\raw\loto7\extracted\loto7.csv","2026-06-24T23:20:30.050Z","processed"
"410","2021-03-12","1","2","18","21","26","29","37","9","36","","5192036450","0","0","12","9016600","151","1003100","8484","10400","128783","1700","234655","1100","sougaku:data\raw\loto7\extracted\loto7.csv","2026-06-24T23:20:30.050Z","processed"
"411","2021-03-19","4","11","12","21","23","27","36","9","14","","4852667870","1","1000000000","22","5005100","239","644900","11396","7900","168943","1300","296752","900","sougaku:data\raw\loto7\extracted\loto7.csv","2026-06-24T23:20:30.050Z","processed"
"412","2021-03-26","14","20","22","29","31","33","34","15","24","","5499152315","0","0","16","6660200","174","857300","9577","9100","139977","1500","230790","1100","sougaku:data\raw\loto7\extracted\loto7.csv","2026-06-24T23:20:30.050Z","processed"
"413","2021-04-02","3","10","16","18","19","34","35","27","36","","5226989110","1","1000000000","14","8438000","187","884400","9545","10100","155215","1500","270403","1000","sougaku:data\raw\loto7\extracted\loto7.csv","2026-06-24T23:20:30.050Z","processed"
"414","2021-04-09","3","8","16","21","25","36","37","14","20","","4871127215","1","1000000000","20","5285900","213","694800","9472","9100","143262","1400","233701","1100","sougaku:data\raw\loto7\extracted\loto7.csv","2026-06-24T23:20:30.050Z","processed"
"415","2021-04-16","4","8","12","13","23","32","37","16","35","","0","6","916445700","17","6169300","200","734100","9672","8900","150747","1400","253869","1000","sougaku:data\raw\loto7\extracted\loto7.csv","2026-06-24T23:20:30.050Z","processed"
"416","2021-04-23","8","9","10","15","16","30","31","29","36","","0","1","429819100","10","7142100","161","621000","7094","8200","106925","1300","175578","1000","sougaku:data\raw\loto7\extracted\loto7.csv","2026-06-24T23:20:30.050Z","processed"
"417","2021-04-30","4","5","13","18","23","27","32","9","11","","0","2","209683200","18","3842300","137","706700","7439","7600","102586","1300","186587","900","sougaku:data\raw\loto7\extracted\loto7.csv","2026-06-24T23:20:30.050Z","processed"
"418","2021-05-07","10","13","17","18","22","28","37","1","30","","0","1","389059300","5","13020600","89","1024000","4923","10800","81754","1600","132113","1200","sougaku:data\raw\loto7\extracted\loto7.csv","2026-06-24T23:20:30.050Z","processed"
"419","2021-05-14","3","11","14","21","26","29","34","22","33","","0","2","190298900","4","15874700","146","608800","6512","8000","92017","1400","152031","1000","sougaku:data\raw\loto7\extracted\loto7.csv","2026-06-24T23:20:30.050Z","processed"
"420","2021-05-21","4","5","11","13","24","32","34","2","3","","375095330","0","0","7","8680800","85","1000800","5018","9900","83656","1400","140942","1000","sougaku:data\raw\loto7\extracted\loto7.csv","2026-06-24T23:20:30.050Z","processed"
"421","2021-05-28","9","15","18","26","28","32","37","21","36","","794723940","0","0","6","11596300","120","811700","6058","9400","94384","1400","157399","1100","sougaku:data\raw\loto7\extracted\loto7.csv","2026-06-24T23:20:30.050Z","processed"
"422","2021-06-04","1","9","21","23","30","35","36","5","6","","1233906425","0","0","8","9103000","206","494900","7074","8400","97729","1500","173131","1000","sougaku:data\raw\loto7\extracted\loto7.csv","2026-06-24T23:20:30.050Z","processed"
"423","2021-06-11","1","7","9","11","29","31","32","2","6","","0","2","849866300","11","7015200","122","885500","7194","8800","112047","1300","192350","1000","sougaku:data\raw\loto7\extracted\loto7.csv","2026-06-24T23:20:30.050Z","processed"
"424","2021-06-18","5","6","12","19","25","30","35","26","33","","396864750","0","0","17","3807700","144","629300","6349","8300","95292","1300","153959","1000","sougaku:data\raw\loto7\extracted\loto7.csv","2026-06-24T23:20:30.050Z","processed"
"425","2021-06-25","2","9","14","20","22","34","35","7","24","","831040900","0","0","6","12027500","138","732000","5493","10700","88916","1600","159744","1100","sougaku:data\raw\loto7\extracted\loto7.csv","2026-06-24T23:20:30.050Z","processed"
"426","2021-07-02","1","2","6","8","30","31","33","13","35","","316221110","1","1000000000","5","16047800","121","928300","5774","11400","104229","1500","176644","1100","sougaku:data\raw\loto7\extracted\loto7.csv","2026-06-24T23:20:30.050Z","processed"
"427","2021-07-09","11","13","26","27","31","33","37","9","18","","0","2","383434200","10","7307100","122","838500","5752","10400","97154","1500","183235","900","sougaku:data\raw\loto7\extracted\loto7.csv","2026-06-24T23:20:30.050Z","processed"
"428","2021-07-16","3","6","16","22","31","34","35","24","32","","372261370","0","0","2","30630300","100","857600","4776","10500","78859","1500","134265","1100","sougaku:data\raw\loto7\extracted\loto7.csv","2026-06-24T23:20:30.050Z","processed"
"429","2021-07-23","6","11","14","27","30","32","35","18","24","","789467390","0","0","15","4534800","132","721400","6151","9000","92298","1400","162590","1000","sougaku:data\raw\loto7\extracted\loto7.csv","2026-06-24T23:20:30.050Z","processed"
"430","2021-07-30","2","12","17","24","28","30","32","3","27","","1245188435","0","0","8","9329400","133","785600","6783","9000","104881","1400","175085","1000","sougaku:data\raw\loto7\extracted\loto7.csv","2026-06-24T23:20:30.050Z","processed"
"431","2021-08-06","7","11","12","17","19","20","26","2","3","","1739327690","0","0","14","5654000","110","1007400","7134","9100","107170","1400","200427","900","sougaku:data\raw\loto7\extracted\loto7.csv","2026-06-24T23:20:30.050Z","processed"
"432","2021-08-13","5","10","13","24","29","30","35","21","31","","2230422760","0","0","12","6875000","159","726400","7355","9200","116284","1400","205507","1000","sougaku:data\raw\loto7\extracted\loto7.csv","2026-06-24T23:20:30.050Z","processed"
"433","2021-08-20","14","17","20","25","32","33","36","10","34","","0","3","924772200","5","18051800","208","607500","7787","9500","115046","1500","186504","1200","sougaku:data\raw\loto7\extracted\loto7.csv","2026-06-24T23:20:30.050Z","processed"
"434","2021-08-27","10","11","12","17","29","34","37","26","30","","0","1","380539500","10","6231100","116","752000","5217","9800","84556","1400","150152","1000","sougaku:data\raw\loto7\extracted\loto7.csv","2026-06-24T23:20:30.050Z","processed"
"435","2021-09-03","3","5","7","11","15","17","25","13","32","","0","1","381436800","17","3665700","183","476700","7126","7100","99874","1200","148388","1000","sougaku:data\raw\loto7\extracted\loto7.csv","2026-06-24T23:20:30.050Z","processed"
"436","2021-09-10","5","6","21","22","26","31","32","18","36","","0","1","369299700","7","8803000","82","1052000","4061","12400","74584","1600","139501","1100","sougaku:data\raw\loto7\extracted\loto7.csv","2026-06-24T23:20:30.050Z","processed"
"437","2021-09-17","8","10","14","15","23","25","26","1","11","","0","2","179193600","7","8580100","95","885000","4828","10200","80324","1500","146799","1000","sougaku:data\raw\loto7\extracted\loto7.csv","2026-06-24T23:20:30.050Z","processed"
"438","2021-09-24","4","13","16","21","32","34","37","27","33","","0","2","178941700","7","8440000","197","419800","5374","9000","79677","1500","138136","1000","sougaku:data\raw\loto7\extracted\loto7.csv","2026-06-24T23:20:30.050Z","processed"
"439","2021-10-01","1","3","6","9","26","29","31","14","18","","0","4","88576400","8","7335600","143","574500","6080","7900","91170","1300","153997","900","sougaku:data\raw\loto7\extracted\loto7.csv","2026-06-24T23:20:30.050Z","processed"
"440","2021-10-08","5","10","17","18","19","22","32","14","35","","354102975","0","0","4","14358600","89","903400","4718","9900","78846","1400","134203","1000","sougaku:data\raw\loto7\extracted\loto7.csv","2026-06-24T23:20:30.050Z","processed"
"441","2021-10-15","15","21","22","23","27","28","37","8","25","","775975100","0","0","8","8588600","103","933800","5503","10200","90085","1500","158968","1000","sougaku:data\raw\loto7\extracted\loto7.csv","2026-06-24T23:20:30.050Z","processed"
"442","2021-10-22","6","13","14","16","19","30","32","25","36","","1241142145","0","0","12","6279000","90","1172000","5564","11100","96830","1500","174526","1000","sougaku:data\raw\loto7\extracted\loto7.csv","2026-06-24T23:20:30.050Z","processed"
"443","2021-10-29","1","5","8","26","28","32","36","23","24","","758020130","1","1000000000","9","9471100","108","1104900","6249","11200","109679","1500","206470","1000","sougaku:data\raw\loto7\extracted\loto7.csv","2026-06-24T23:20:30.050Z","processed"
"444","2021-11-05","11","15","16","17","18","27","29","25","33","","1238948930","0","0","19","4101500","130","839200","6843","9300","111162","1400","194994","900","sougaku:data\raw\loto7\extracted\loto7.csv","2026-06-24T23:20:30.050Z","processed"
"445","2021-11-12","4","22","25","27","28","30","33","2","3","","779732175","1","1000000000","8","11093600","143","868800","6894","10500","117831","1500","207372","1000","sougaku:data\raw\loto7\extracted\loto7.csv","2026-06-24T23:20:30.050Z","processed"
"446","2021-11-19","1","7","9","12","15","29","32","11","28","","256204385","1","1000000000","15","5268700","157","704700","7985","8100","120075","1300","212024","900","sougaku:data\raw\loto7\extracted\loto7.csv","2026-06-24T23:20:30.050Z","processed"
"447","2021-11-26","3","5","8","13","26","30","37","25","28","","695878330","0","0","18","3943200","182","545900","7890","7300","113255","1200","182687","900","sougaku:data\raw\loto7\extracted\loto7.csv","2026-06-24T23:20:30.050Z","processed"
"448","2021-12-03","7","21","24","29","32","36","37","22","27","","170579150","1","1000000000","8","9756100","127","860300","5855","10900","99083","1500","172637","1100","sougaku:data\raw\loto7\extracted\loto7.csv","2026-06-24T23:20:30.050Z","processed"
"449","2021-12-10","2","21","26","27","32","33","34","8","9","","0","1","591586300","3","23462400","98","1005500","4671","12300","83683","1700","170223","1000","sougaku:data\raw\loto7\extracted\loto7.csv","2026-06-24T23:20:30.050Z","processed"
"450","2021-12-17","2","7","12","15","21","23","30","9","31","","376930305","0","0","9","6873400","96","902100","5855","8600","91049","1300","166103","900","sougaku:data\raw\loto7\extracted\loto7.csv","2026-06-24T23:20:30.050Z","processed"
"451","2021-12-24","2","15","22","25","28","33","37","10","17","","0","1","835216700","4","19135200","96","1116200","6319","9900","99065","1500","173320","1100","sougaku:data\raw\loto7\extracted\loto7.csv","2026-06-24T23:20:30.050Z","processed"
"452","2022-01-07","5","17","20","21","31","34","35","8","27","","0","3","139643300","12","5845400","106","926400","5256","10900","86784","1600","157415","1100","sougaku:data\raw\loto7\extracted\loto7.csv","2026-06-24T23:20:30.050Z","processed"
"453","2022-01-14","2","8","10","21","24","26","35","9","13","","0","1","392246900","7","9075300","92","966700","5910","8800","84399","1500","158899","900","sougaku:data\raw\loto7\extracted\loto7.csv","2026-06-24T23:20:30.050Z","processed"
"454","2022-01-21","8","17","21","26","27","29","31","1","33","","0","2","184610500","2","29617300","83","999100","4926","9800","80565","1400","135336","1000","sougaku:data\raw\loto7\extracted\loto7.csv","2026-06-24T23:20:30.050Z","processed"
"455","2022-01-28","1","5","8","15","18","26","36","33","34","","0","1","358799300","7","8585100","120","701100","5411","9100","84271","1400","135713","1100","sougaku:data\raw\loto7\extracted\loto7.csv","2026-06-24T23:20:30.050Z","processed"
"456","2022-02-04","9","15","17","18","22","25","31","33","36","","351220380","0","0","6","9803400","123","669400","5498","8700","84291","1400","143919","1000","sougaku:data\raw\loto7\extracted\loto7.csv","2026-06-24T23:20:30.050Z","processed"
"457","2022-02-11","7","14","19","27","31","35","36","9","33","","767606325","0","0","4","16901700","156","606700","6114","9000","92737","1400","158458","1000","sougaku:data\raw\loto7\extracted\loto7.csv","2026-06-24T23:20:30.050Z","processed"
"458","2022-02-18","7","11","12","14","19","21","33","6","37","","1233867515","0","0","12","6468500","117","928800","7029","9000","109832","1400","188961","1000","sougaku:data\raw\loto7\extracted\loto7.csv","2026-06-24T23:20:30.050Z","processed"
"459","2022-02-25","2","4","7","8","10","20","29","14","33","","0","2","876605800","10","8363400","230","509000","8888","7700","124348","1300","190387","1000","sougaku:data\raw\loto7\extracted\loto7.csv","2026-06-24T23:20:30.050Z","processed"
"460","2022-03-04","5","6","9","23","27","28","30","4","13","","0","2","185574900","13","4563200","148","561100","6069","8000","94014","1200","167614","800","sougaku:data\raw\loto7\extracted\loto7.csv","2026-06-24T23:20:30.050Z","processed"
"461","2022-03-11","2","13","19","22","32","35","37","14","33","","350130755","0","0","3","19282900","83","975700","4496","10500","74309","1500","128410","1100","sougaku:data\raw\loto7\extracted\loto7.csv","2026-06-24T23:20:30.050Z","processed"
"462","2022-03-18","7","11","24","27","29","34","35","4","18","","789093935","0","0","6","11907300","133","752000","6434","9100","103904","1300","189153","900","sougaku:data\raw\loto7\extracted\loto7.csv","2026-06-24T23:20:30.050Z","processed"
"463","2022-03-25","3","7","13","16","19","24","30","6","10","","256511440","1","1000000000","8","9731500","154","707700","7118","8900","111334","1400","188197","1000","sougaku:data\raw\loto7\extracted\loto7.csv","2026-06-24T23:20:30.050Z","processed"
"464","2022-04-01","7","8","13","17","30","32","36","1","10","","724731120","0","0","8","9548700","117","914000","5875","10600","102330","1500","174414","1000","sougaku:data\raw\loto7\extracted\loto7.csv","2026-06-24T23:20:30.050Z","processed"
"465","2022-04-08","1","4","5","13","27","31","35","15","22","","0","2","612005700","13","6252400","142","801300","7444","8900","116902","1400","204646","900","sougaku:data\raw\loto7\extracted\loto7.csv","2026-06-24T23:20:30.050Z","processed"
"466","2022-04-15","5","6","8","14","15","25","29","18","33","","0","1","371149000","8","7481800","128","654600","5359","9100","88609","1300","152760","900","sougaku:data\raw\loto7\extracted\loto7.csv","2026-06-24T23:20:30.050Z","processed"
"467","2022-04-22","7","8","11","13","14","26","30","31","34","","0","1","363023100","6","9705400","179","455400","6731","7100","99161","1100","149425","900","sougaku:data\raw\loto7\extracted\loto7.csv","2026-06-24T23:20:30.050Z","processed"
"468","2022-04-29","3","12","15","16","25","29","37","26","28","","346112810","0","0","5","11266000","98","804600","4877","9400","77645","1400","132332","1000","sougaku:data\raw\loto7\extracted\loto7.csv","2026-06-24T23:20:30.050Z","processed"
"469","2022-05-06","1","6","8","13","16","30","33","23","28","","0","1","766258900","13","5286800","131","734400","5855","9600","93468","1400","165111","1000","sougaku:data\raw\loto7\extracted\loto7.csv","2026-06-24T23:20:30.050Z","processed"
"470","2022-05-13","2","3","9","16","27","32","36","1","34","","345223985","0","0","6","9324200","112","699300","5344","8500","81283","1300","120313","1100","sougaku:data\raw\loto7\extracted\loto7.csv","2026-06-24T23:20:30.050Z","processed"
"471","2022-05-20","3","5","7","8","11","19","34","17","32","","0","3","261527700","11","6397500","187","526800","8192","7000","121220","1100","178602","900","sougaku:data\raw\loto7\extracted\loto7.csv","2026-06-24T23:20:30.050Z","processed"
"472","2022-05-27","5","7","8","32","33","34","36","4","6","","347257105","0","0","14","4049300","82","967800","4297","10800","75806","1500","129676","1000","sougaku:data\raw\loto7\extracted\loto7.csv","2026-06-24T23:20:30.050Z","processed"
"473","2022-06-03","6","11","21","24","28","33","37","8","27","","761236930","0","0","11","6335900","142","687100","5725","9900","93098","1500","172867","1000","sougaku:data\raw\loto7\extracted\loto7.csv","2026-06-24T23:20:30.050Z","processed"
"474","2022-06-10","3","17","19","21","24","32","34","27","28","","1258629865","0","0","12","6815000","130","880700","6755","9900","106983","1500","194233","1000","sougaku:data\raw\loto7\extracted\loto7.csv","2026-06-24T23:20:30.050Z","processed"
"475","2022-06-17","1","2","22","24","26","31","37","12","19","","1798521465","0","0","5","18160100","114","1115000","6213","12000","107193","1700","203328","1100","sougaku:data\raw\loto7\extracted\loto7.csv","2026-06-24T23:20:30.050Z","processed"
"476","2022-06-24","4","7","9","15","22","24","31","21","37","","1404246345","1","1000000000","10","9773300","244","560700","10292","7700","152643","1200","230108","1000","sougaku:data\raw\loto7\extracted\loto7.csv","2026-06-24T23:20:30.050Z","processed"
"477","2022-07-01","2","5","9","19","25","32","37","7","29","","1933822255","0","0","12","7454500","157","797600","7914","9200","120998","1500","221337","1000","sougaku:data\raw\loto7\extracted\loto7.csv","2026-06-24T23:20:30.050Z","processed"
"478","2022-07-08","6","8","11","13","16","20","32","12","34","","2525811230","0","0","12","7921900","156","853100","7836","9900","130318","1400","216219","1000","sougaku:data\raw\loto7\extracted\loto7.csv","2026-06-24T23:20:30.050Z","processed"
"479","2022-07-15","8","11","13","18","24","30","31","21","23","","2114492070","1","1000000000","11","8936600","219","628400","9962","8100","149706","1300","240651","1000","sougaku:data\raw\loto7\extracted\loto7.csv","2026-06-24T23:20:30.050Z","processed"
"480","2022-07-22","10","13","19","21","26","30","36","22","34","","2683003435","0","0","9","10318300","155","838700","7296","10400","119253","1500","200243","1100","sougaku:data\raw\loto7\extracted\loto7.csv","2026-06-24T23:20:30.050Z","processed"
"481","2022-07-29","1","10","13","14","16","25","27","5","21","","3264697670","0","0","6","16151700","118","1149700","6897","11500","118307","1600","216994","1100","sougaku:data\raw\loto7\extracted\loto7.csv","2026-06-24T23:20:30.050Z","processed"
"482","2022-08-05","2","5","14","15","17","19","36","8","34","","2892776345","1","1000000000","9","11429800","118","1220400","7589","11100","130819","1500","247403","1000","sougaku:data\raw\loto7\extracted\loto7.csv","2026-06-24T23:20:30.050Z","processed"
"483","2022-08-13","2","11","20","23","25","36","37","29","34","","2448680740","1","1000000000","8","11551300","129","1002800","6841","11000","111896","1600","190202","1200","sougaku:data\raw\loto7\extracted\loto7.csv","2026-06-24T23:20:30.050Z","processed"
